1,1,-1.8716393496
1,1,-4.3507460183
1,1,-4.5676473913
1,1,-6.1491395737
1,1,-5.5068726239
1,1,-3.1326046487
1,1,-4.1866182993
1,1,-2.8785203421
1,1,-4.6622353354
1,1,-5.7935157705
1,1,-4.10695096
1,1,-5.7721249371
1,1,-7.1785929019
1,1,-5.9427135519
1,1,-4.9440182965
1,1,-5.473410571
1,1,-4.1893735592
1,1,-8.3132209045
1,1,-9.374173347
1,1,-7.5957821798
1,1,-5.8565492168
1,1,-3.930182929
1,1,-4.8193934269
1,1,-7.2539841031
1,1,-4.6746438617
1,1,-3.5796083271
1,1,-5.1190712766
1,1,-5.0103181231
1,1,-4.6332497948
1,1,-4.247488625
1,1,-7.7470953305
,,-5.2535963089
