"meanFcv","meanFi","meanFin","sdFcv","sdFi","sdFin"
-0.0123854244075479,-0.0123854244075479,3.5495875625365e-18,0.185677129521189,0.5786422027892,0.573967989636656
0.0333516910315191,0.0333516910315191,-3.8416896978403e-19,0.499994675324663,0.914116152239123,1.10874122481016
0,0,0,0,0,0
