"Finx","Finy","Finz","Fi_noise_Magnitude","Fc_Magnitude"
-0.98348520512304,1.93235792992676,0,2.16823668404691,1.85759611062912
-0.310198838326371,1.05040388588935,0,1.09524958013709,0.930066021880074
0.0356734118879238,1.1461266719122,0,1.14668170840223,0.000594124774834615
-0.281694038582134,1.96510799268588,0,1.98519544485943,0.362593639614089
-0.0199241778878732,0.0536654287467607,0,0.0572446600748163,0.349977263870951
-0.531201283761732,-0.570108905479395,0,0.779229727344271,1.0755053028704
-1.18382760560576,0.397011898672507,0,1.24862574356042,1.09287216656707
-0.983760498739149,0.898003229792373,0,1.3319889337367,0.887836792607235
-0.936485945363466,0.819649604964999,0,1.2445205505666,0.781212167504064
-0.523880082778527,0.558664959425634,0,0.7658700137896,1.13610435696494
-0.550640990611927,0.613609698433801,0,0.824452765508192,1.42563323591031
-0.803055169932496,0.618628293939809,0,1.01370536746048,1.40549217901997
-0.928950485864125,2.26451195671176,0,2.44764446096195,1.58678585364385
-1.09632055595192,2.32029087184859,0,2.5662557338244,2.07531539891001
-1.85493055463302,1.03691127242636,0,2.12507702199145,2.4279859583577
-2.09473406905437,0.343566634115722,0,2.12272203835893,2.02325437541246
-1.34023145532345,-0.287069256769118,0,1.37063091750492,0.640465353465354
-1.33555791787763,0.340824037462154,0,1.37835988642938,0.285952109030399
0.642676212410675,-0.1158002707511,0,0.653025586561935,0.485127654674508
-0.690487463196441,0.683004266378098,0,0.971219730402003,0.865749013711715
0.0185870730147817,-0.947382178348959,0,0.947564494446935,1.92869729358167
1.2675925024265,-0.804236869535984,0,1.50119542183185,4.79386134218869
3.29399440231326,-1.70998494757652,0,3.71139429910235,5.40389975343432
5.22626703794328,-1.48101575190002,0,5.4320599047938,3.87762451747848
4.28356136431215,-0.8096177590597,0,4.35940120631408,1.25220731590789
1.44345095154025,-0.405011424367816,0,1.49919475164867,0.610664972672934
0.42575129846233,-1.84810905295586,0,1.89651555220614,1.64269979031231
0.725446072432012,-2.55692853262808,0,2.65784791231075,1.73521606906647
1.7577501714917,-2.62920120422568,0,3.1626546820165,1.41442377910151
0.63150996106997,1.83504481496445,0,1.94066851982983,1.60950295085981
-0.35322504196335,1.17017732939137,0,1.22232684356171,1.72771104194024
-1.11953091040365,0.077192279292466,0,1.12218898022195,0.905864364751422
-1.081324823727,-2.34930560871263,0,2.58621349032458,0.337485207748727
-1.21663206654692,-1.0229806112925,0,1.58955431377182,0.297518337064975
1.06116168968195,0.12258997949557,0,1.0682192821333,0.220608433231347
1.32340279816029,0.353395882396044,0,1.36977502381704,0.412885075641235
1.30807281533505,-0.662943999559149,0,1.46647510608604,0.55460214112607
0.90748751153152,-1.10535888872599,0,1.43015798304636,0.578792843794631
0.681493912118977,-1.06096955041901,0,1.26098784259467,0.506800217865133
0.0379509472812161,-1.46290389136029,0,1.46339607412232,1.40616387544298
-0.994936357269261,-2.35904167815785,0,2.56026873478196,1.69727296723264
-1.6721022164701,-1.37454876056602,0,2.16455771868015,0.745558685347498
-0.880210841266361,0.874176520075013,0,1.24054653815699,0.278827008596059
0.545353970493676,0.351319804150219,0,0.648719167222123,0.261520248260873
0.0918536780360751,-1.73238160734617,0,1.73481501366574,0.956408660561819
-0.589951289124401,-2.69761793258368,0,2.76137375842833,0.995542921400263
-0.115125975882876,2.25756290450649,0,2.26049646275475,0.875629771068479
1.33499092091855,0.623232746641141,0,1.47330235030723,0.654105497645237
0.622219936900061,1.80795430044324,0,1.91202939369852,1.65521208152643
