"meanFcv","meanFi","meanFin","sdFcv","sdFi","sdFin"
-0.00240974504193651,-0.00240974504193651,-2.0928038309854e-18,0.0361258950474087,1.17882139655367,1.18121486551017
-0.204789093031373,-0.204789093031373,1.9798977272482e-17,3.07011287624025,1.82521621757602,3.58142219819029
0,0,0,0,0,0
