"Finx","Finy","Finz","FinMagnitude","FcMagnitude"
-0.411476000437141,-2.18890016550108,0,2.22723964437292,1.05458311914551
0.113458854828194,-1.77037103056592,0,1.77400295873653,1.10271532124859
0.261701152690206,-1.95499051060009,0,1.97242880476223,1.55558187791181
-0.0442276120545862,-2.41896313442235,0,2.41936742297702,2.15413392656607
-0.399939819820573,-2.40147098595183,0,2.43454610879453,1.89797516086745
-0.767502325083811,-0.987987430842417,0,1.25107113407338,0.866455789275441
-0.691775841231894,2.77873889586408,0,2.86355437627784,0.31275209115775
-0.556331515134358,8.24624356017116,0,8.26498866353705,1.45155945707397
-2.44232553215124,12.58317064008,0,12.8180005212346,1.59735473159538
0.0882392417693828,8.70831163857542,0,8.70875868068097,1.45848853569061
1.3357486721134,3.23799435202925,0,3.50268924382767,0.602204012051917
4.15731578983831,-2.39652938746302,0,4.79860684797294,0.311435384986854
3.4285137286458,-0.797842708393996,0,3.52012206817466,0.529330993875966
3.0792028872606,1.65672646795488,0,3.49660306734068,0.240537117926446
1.17199023005888,2.96463566393184,0,3.18788734418424,0.0960610794086735
-0.804442667426943,3.01522052558769,0,3.12068627437977,0.305252089914372
-1.89506283433142,1.31084971150641,0,2.3042547845715,0.448056283258261
-1.28599511164171,-0.0652509802280714,0,1.2876494544662,0.506896132418667
0.660055978679316,-0.524429834837912,0,0.843030572789877,0.486265764439094
2.47759570186442,-1.04729702532981,0,2.6898534386025,0.435504565439241
3.37988321781079,-1.70792327720354,0,3.78690011577447,0.414377721199017
2.92997713856682,-1.34973478351597,0,3.22591847670661,0.468583099720148
1.56286121991695,0.305575247799886,0,1.59245452832671,0.581288826383202
-0.261418783405505,1.38133030676023,0,1.40584963516427,0.523823443404803
-1.21825135060856,0.992489713441726,0,1.57135997930048,0.0866403683762426
-0.936265192232767,-0.0561868653198796,0,0.937949611664259,0.567041060997027
-0.474746777943632,-1.02806967798027,0,1.13239205487778,1.2114397601663
-0.448500665579857,-1.87534125596159,0,1.92822656172379,1.68083461534539
-0.0385866364115802,-1.5256199245043,0,1.52610782140518,1.24068757999451
0.393370875437245,-0.903494796189954,0,0.985415390779234,0.702061707405502
0.177346071876361,-0.391834822285683,0,0.430100171083003,0.0983443272868882
-0.284495031426731,-0.781108381063598,0,0.83130483330382,0.0636954126738644
0.106209784628234,-0.375593859976059,0,0.390322002969972,0.0154745266881839
1.72064743594749,0.677915530220154,0,1.84937748038262,0.00138937221285002
2.85306745251347,1.68760346346539,0,3.31481512885592,0.122291631090278
2.14350112109479,2.24340759196798,0,3.10281721663301,0.259617523953224
0.149654198445461,2.57697864571229,0,2.58132046045614,0.122517040404901
-2.57465245496264,2.78197044775158,0,3.79054017733729,0.231905000974676
-4.74747084185064,2.92619147367453,0,5.57683386293939,0.540263706863803
-5.08525717106295,2.33616091327628,0,5.59620302603176,0.762603122707698
-3.91372996531755,1.47947679486919,0,4.18403320110882,0.927119834613333
-1.43478924779399,0.661526271974274,0,1.57994847830472,1.04951862073215
0.474273690875162,-0.0383542237443338,0,0.47582200488773,0.777025378268639
2.82403516487265,-0.988096102755019,0,2.99190717113966,0.35922218630795
3.51630835732075,-3.82258081930609,0,5.19389531891918,0.0444008001868317
1.29631118806635,-3.11660919216754,0,3.3754519035248,0.0350682409502955
-1.43214513547504,-0.201523009933784,0,1.44625420054623,0.112471818704662
-4.51737963263296,0.304158946910252,0,4.52760769174104,0.248577385498088
-3.102996162809,-2.31589624890623,0,3.87194532788175,0.340750086238183
-0.567657449158904,-2.80455435202351,0,2.86142623407272,0.134902673824259
0.659824838926861,-2.60963586752792,0,2.69175930929068,0.26550176835918
1.24733902617668,-2.76435052077481,0,3.03273613226264,0.71703981285352
1.21453924112861,-3.09128852834746,0,3.32132057075704,0.933948210735777
0.319757806737487,-3.27192388406302,0,3.28751136242472,1.08385293543112
-0.804619721986949,-3.19440998403775,0,3.29418700791719,1.35009342103263
-0.938528295793611,-2.80296229745159,0,2.95591491808211,1.53421528419717
0.0269113289433786,-1.9524084560076,0,1.95259391546616,1.70760801093827
0.737152698767543,-0.982860282629337,0,1.22857984537859,1.13174858949049
0.370014069700418,-0.822383977387907,0,0.901790340401038,0.459572679479464
-0.532293088862561,-0.993908726844334,0,1.12747083764866,0.393674191839972
-0.799698561924805,0.267428737159445,0,0.84322945833462,0.69400973825119
-0.456587535347527,5.00104883334942,0,5.02184842572735,1.45734621454049
-1.08918506474825,9.74582343377358,0,9.80649776972191,1.60264207469345
-0.728460248977775,10.3064561688939,0,10.3321678797661,1.49437903680993
-0.954934049343588,5.61449068657486,0,5.6951211320069,0.683196828948478
1.9878023283853,0.692697001982257,0,2.10503853487038,0.0300137579720597
3.22301901503242,-1.12263831889543,0,3.41294130718841,0.363094567789117
4.09124123985373,-0.146625868834657,0,4.09386785669633,0.173761624313828
3.36369184550608,1.82935147931561,0,3.82896195677083,0.109926948379178
1.44625884817259,2.43050647654031,0,2.82825500767202,0.350600986088385
-0.849717281624088,1.93908539194436,0,2.11709036555897,0.4682443531236
-2.47533291777091,0.510905950159844,0,2.52750824800019,0.530085089235883
-2.2849643717888,-0.560404890613107,0,2.35268268616218,0.559247378420309
-1.15999821137194,-0.39716099195609,0,1.2261046871771,0.459937180468728
0.304262873120824,0.509508227330897,0,0.593442945595961,0.377115794309084
1.90856443953767,1.01334454424098,0,2.16089920755474,0.310512920015322
2.90564752754604,0.190673634358654,0,2.9118969743406,0.203959895663971
2.09787998879633,-0.819515997354419,0,2.25226706172068,0.0433276949476252
0.424458918590386,-1.39108026374621,0,1.45439667001652,0.49589437371378
-0.98112313808218,-1.00596191067838,0,1.4051910823144,0.913236260606015
-1.16202734896963,-0.931720875102756,0,1.48943323074774,1.37432000451916
-0.882990576612278,-1.03864695991302,0,1.36325341214414,1.67059456630255
