1,1,-21.971253108693645
2,1,-22.968772559802066
3,1,-25.742835278937257
4,1,-32.000427868373436
5,1,-24.88870533586761
6,1,-25.213987016221104
5,2,-20.753069404182742
5,3,-18.028900909575977
5,4,-21.12700972784381
5,5,-27.69756247297457
5,6,-26.64872685440536
5,7,-26.759482401608732
5,8,-24.701507643360348
5,9,-21.561857341352933
5,10,-22.580455951523117
2,2,-25.196932272920204
2,3,-21.054012559202544
2,4,-18.671354615926685
2,5,-22.15249757416938
2,6,-24.807844536283955
2,7,-24.888618387559475
2,8,-22.543199660166906
2,9,-24.30904090968886
2,10,-19.82648542911462
1,10,-32.929331546438426
1,9,-30.311404185503115
1,8,-1.7891092750381639
1,7,-30.31314690826984
1,6,-39.08162929076172
1,8,2.2450659745097856
1,5,-20.540277114553415
1,4,-18.87078022535029
1,3,-83.9421962609066
1,2,-105.57509146283549
3,2,-3.846063632906623
3,3,-43.97680114362506
3,4,43.235471740547226
3,5,81.25301855221026
3,6,-1.9911972986035433
3,7,-8.14569010991239
3,8,-32.6054293593916
3,9,-51.48259123538911
3,10,26.968450741529324
4,2,0.4745478390147153
4,3,-43.98268446367044
4,4,2.4110051941452286
4,5,-15.929709784592506
4,6,-29.02921949111054
4,7,-15.17238015111973
4,8,-20.568417289028194
4,9,-68.12961902963605
4,10,7.769175359887095
6,10,28.387127204219766
6,9,-40.181868332458365
6,8,-14.102865298140136
6,7,-12.088025523840177
6,6,-1.6203084955230602
6,5,-3.0814557647953214
6,4,11.775019520500795
6,3,-44.61973607095374
6,2,-20.510976661693384
