"V1","V2","V3","V4","V5","V6"
0.933722019001767,0.857631986496327,0.889307199147772,0.78724886534712,0.844728307938988,0.73284702666734
0.953320026453301,0.810258001727079,0.775538639602044,0.852730268963445,0.873005876491043,0.751625867309371
0.969242664694842,0.642681984827268,0.827941933362158,0.870858668424865,0.858629010874512,0.73127221628099
0.890040961383247,0.750322084448275,0.788047859468227,0.875885294195668,0.932472921512669,0.729546811029202
0.965257846919777,0.915443388290183,0.899935722062893,0.857409101902959,0.969196090982687,0.755415821994824
0.95944411293555,0.724207268036295,0.502913971570487,0.856020559552279,0.900344206677612,0.780585915608552
0.962156729418766,0.539155831281035,0.622715885159214,0.909137680988828,0.928573625028377,0.723774008196242
0.962125744991832,0.798846535337966,0.773558814402121,0.872562794054629,0.918191453430488,0.738906333615552
0.971291759982231,0.893066231422045,0.901587153311596,0.873476210031128,0.900293982345606,0.822109688861585
0.963502100372603,0.659633753898717,0.664146602705446,0.877877679679155,0.904218041438603,0.685147569657956
0.931614640715482,0.480253565063937,0.84113094844672,0.87844354469252,0.851892981245613,0.725901854022042
0.969459797950472,0.886509421340156,0.867726061043382,0.889402775370626,0.863983646179721,0.733314903080705
0.946819362126355,0.866124239734126,0.864234744347384,0.850403516001675,0.878184014179846,0.733052209464745
0.967208136076731,0.482297005473154,0.811648924027913,0.842684216714194,0.911424117754113,0.757355239997819
0.985073658672202,0.76361768467638,0.826189921534034,0.85808323374447,0.900244560813843,0.724602324964331
0.935948782735286,0.660707747806199,0.820393096796901,0.880349538170255,0.875288133664859,0.610417529929433
0.981534230024285,0.847737862101731,0.86724737012609,0.893354630940662,0.897694244134121,0.606363142914463
0.968098329209506,0.89157624411866,0.885278212143151,0.810519633937676,0.873213491376513,0.737743188517159
0.979157137985128,0.808582790475224,0.858687719940107,0.85981047510254,0.919723001319762,0.738599576953525
0.948421499348714,0.859580196821628,0.86800050089788,0.815768867441069,0.946990734257736,0.708043333172359
0.964332809415723,0.529703871413247,0.840276975447659,0.890321524721728,0.956584471995085,0.681729375557704
0.964332809415723,0.529703871413247,0.840276975447659,0.890321524721728,0.956584471995085,0.681729375557704
0.982004793474497,0.899256949429597,0.893202431168834,0.86160440087136,0.94910333333133,0.727195485522546
0.958122433204087,0.867296244879573,0.72377465764679,0.882790108424938,0.886594390327736,0.731276242062878
