LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,ConvertedData0,ConvertedData1,ConvertedData2,ResultantAcc,Timestamp,dt
0.20540720877975716,-0.2605131582822837,-0.037615475736332726,8.041449480673368,5.267501683672909,3.4497858858925827,0.1624298095703125,0.073333740234375,0.03985595703125,-0.3019312991550851,0.328660494841961,0.42918398382691836,0.3338774491812401,1452842629709211850,0.020141601
0.49358602093005643,0.49124767649917267,-0.32489218527656627,8.164845985905881,5.390313602797702,3.3685628395734413,0.21923828125,0.078826904296875,-0.0319061279296875,-0.24667065273209857,0.2245278317448012,0.014662456808996405,0.7684441240436318,1452842629729445005,0.020233155
0.0014850276815447927,1.0227832974493385,-0.17568523259625302,8.165217242826268,5.6460094271600365,3.324641531424378,0.2462615966796875,0.11578369140625,-0.11529541015625,-0.31550899619129574,-0.4469591905340665,0.5396183189679337,1.0377635471536648,1452842629749586606,0.020141601
-0.06006686066726452,0.45548249733447044,-0.6258142993582525,8.150200527659452,5.759880051493655,3.168187956584815,0.1312713623046875,0.1406707763671875,-0.20355224609375,0.2789731747354287,-0.8672719970094614,0.49695712284795135,0.7763477767146157,1452842629769697690,0.020111084
-0.41463063697131197,0.28207398614882706,-0.2671065176116021,8.046542868416624,5.83039854803086,3.1014113271819146,-0.006622314453125,0.1951904296875,-0.2151641845703125,-0.23056111845082577,-0.7411806832990022,0.014446769648146451,0.5681814767552015,1452842629789839292,0.020141602
-0.6341581228582998,-2.3192436218799628E-4,0.007840891228574343,7.881050863521015,5.847045280700687,3.108812551154238,-0.19537353515625,-0.0272979736328125,-0.082305908203125,0.15673616019507874,-0.48954264388708224,-0.24209900406266566,0.07279855300844026,1452842629830061460,0.020141602
-0.027809896724139804,0.06681885504150031,-0.3067155682671405,7.623285515035562,5.921425897412113,3.032133659087453,-0.0110626220703125,-0.10260009765625,-0.1394195556640625,0.047727255601036654,-0.05157109915619867,0.019030513553274137,1.1161010958567406,1452842629850203061,0.020141601
-0.14433153702844947,0.17771523910155995,-0.1888905210199625,7.5872026307784495,5.9658547071875025,2.9849110288324625,0.03033447265625,0.006591796875,-0.073455810546875,0.4885989580739315,-0.7241709410292309,-0.6946432422101482,0.2968062124031642,1452842629870344663,0.020141602
3.5508287724006493E-4,0.10292658581249814,-0.1425064597847201,7.58729140149776,5.991586353640627,2.9492844138862826,-0.0533599853515625,-0.0489959716796875,-0.0809326171875,0.013355159102121233,-0.29052380366699365,-0.059257847942755106,0.17578992926570422,1452842629890547300,0.020202637
0.06632410536429223,-0.21627933681875078,-0.0192419842340259,7.603872427838833,5.937516519435938,2.944473917827776,-0.08343505859375,-0.0479278564453125,-0.074676513671875,-0.06532844717051078,-0.16200709337608246,0.019697529392839058,0.2270372049783799,1452842629910688901,0.020141601
