LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,ConvertedData0,ConvertedData1,ConvertedData2,ResultantAcc,Timestamp,dt
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,-37.37945556640625,-9.2987060546875,-5.8197021484375,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,12.23907470703125,-35.27984619140625,-32.159423828125,0.22845870675796331,-0.7792368777452257,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,14.03961181640625,-35.1593017578125,-32.27996826171875,0.7798328242580754,0.2264161030500238,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,13.43994140625,-34.979248046875,-32.879638671875,0.7770559057399709,0.2357703598740799,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,13.67950439453125,-34.55963134765625,-32.9986572265625,0.7790154496467792,0.2292125938045726,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,13.67950439453125,-33.9599609375,-33.47930908203125,0.7771332305679692,0.23551507121989523,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
1.9908302325139497,-1.927151655634069,2.6772068221018683,-2.9168556231389497,4.986371015985632,-6.880194493000306,1.4612274169921875,1.7950897216796875,0.3193359375,13.9190673828125,-33.9599609375,-34.19952392578125,0.7757373031093624,0.24007314249005418,-3.7663447395018452,3.852889160982115,1453083839144904758,0.020141602
