LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,ResultantAcc,Timestamp,dt
-1.1292480780316474,0.2831586002454103,-1.1962699528925178,9.957867081327546,1.6800867916002928,3.0924776431314704,-0.48363006114959717,-0.8511462807655334,1.7129452228546143,1.6692638541658347,11732073080056,0.020014531
-1.3279729813660346,1.4882641791753732,-0.6752076871485748,9.275525662335273,2.0743080616540945,2.8874500520319977,-0.8383631110191345,-0.7510114312171936,1.6447683572769165,2.105789145911639,11732113079900,0.020017292
-0.5528919959326721,2.6616087722343416,-2.639402185065845,9.137302663352106,2.73971025471268,2.2275995057655367,-1.3763216733932495,-1.105744481086731,1.2974921464920044,3.7889701384586774,11732130956983,0.017877083
-0.9632921428887151,2.083318389857786,-2.927465728269656,8.896479627629926,3.2605398521771263,1.495733073698123,-2.032524585723877,-0.7595335841178894,1.262338399887085,3.719973502091669,11732153296618,0.022339635
-1.2073360611127306,-0.022694081143556755,-0.6717774322403587,8.594645612351744,3.2548663318912374,1.3277887156380332,-2.03678560256958,-0.28122982382774353,1.5062839984893799,1.3818322272438153,11732171249275,0.017952657
-1.5826153698862786,-1.9641623736032,1.8414568860711165,8.198991769880175,2.7638257384904374,1.7881529371558122,-1.236772060394287,0.19281286001205444,1.6575515270233154,3.123070396602928,11732191192920,0.019943645
-1.4423053696394916,-1.2533798885828773,0.6840366331244714,7.838415427470302,2.450480766344718,1.95916209543693,-0.4601942300796509,-0.05965480953454971,1.6458336114883423,2.029559567948475,11732213378389,0.022185469
2.205699695377275,1.674971145591218,-4.2756506754950525,8.38984035131462,2.8692235527425223,0.8902494265631673,-1.0482202768325806,-0.3057309091091156,1.2346415519714355,5.09429368839409,11732231213285,0.017834896
2.614980135940492,2.098460040252271,-2.8497428380644987,9.043585385299743,3.3938385628055903,0.17781371704704274,-1.9483686685562134,-0.45167213678359985,0.22583606839179993,4.400305659269458,11732253196358,0.021983073
0.40263474351801776,-0.18296311556429679,0.5817556315106813,9.144244071179248,3.3480977839145165,0.323252624924713,-1.8769959211349487,0.30466562509536743,-0.4090615510940552,0.7307734622570841,11732273315681,0.020119323
-4.558232590622598,-1.2840951781203827,2.5608097500358156,8.0046859235236,3.0270739893844207,0.9634550624336666,-1.0993529558181763,0.06924218684434891,-0.11185276508331299,5.38369123859871,11732291326202,0.018010521
-1.417105519824739,-0.08491831626339597,-0.13103335803714333,7.650409543567415,3.0058444103185717,0.9306967229243809,-0.9736517071723938,0.09374327212572098,0.4878911077976227,1.4256819125152862,11732311636462,0.02031026
2.961358003573803,2.812768700871119,-2.4492290473458525,8.390749044460865,3.7090365855363516,0.31838946108791794,-1.329450011253357,0.27590349316596985,0.07137271761894226,4.762355710810932,11732330993493,0.019357031
2.69852899929459,2.3076757456090053,-2.0168440227887916,9.065381294284512,4.285955521938602,-0.1858215446092798,-1.3997575044631958,-0.002130528911948204,-0.8042746782302856,4.0835139180814375,11732351484379,0.020490886
-1.2670343817356429,-1.986060697859065,1.7814595104737674,8.845879882681688,3.2932948659117383,0.5983770488218869,-0.509196400642395,-0.6647250056266785,-0.7190535068511963,2.953542145888237,11732391366202,0.015812552
-0.05211589345003809,0.054531511445413905,-0.3522877930415794,8.832850909319179,3.306927743773092,0.5103051005614921,-0.72437983751297,-0.7755125164985657,-0.3941478431224823,0.3602727317140776,11732411415264,0.020049062
