LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,ResultantAcc,Timestamp,dt
0.04168471936949025,0.05266591528772935,-0.4269069160584307,-3.2971168482757403,6.665183816157583,6.605175348675618,0.0071868896484375,0.111419677734375,-0.029754638671875,0.4321583383906036,1452576776887560763,0.019989013
-0.0872576932544078,-0.34837019745731723,0.6959988812157558,-3.318931271589342,6.578091266793255,6.779175068979557,0.0394134521484375,-0.122222900390625,-0.028076171875,0.7831922766231255,1452576776907793918,0.020233155
-0.28324609600977624,-0.37059068921585414,0.8611692221601048,-3.3897427955917863,6.485443594489292,6.994467374519583,0.0568084716796875,-0.0619049072265625,-0.026092529296875,0.9793764541962917,1452576776927905002,0.020111084
-0.40174336118282117,0.015551374408566687,-0.6922047589906661,-3.4901786358874913,6.489331438091433,6.821416184771916,-0.010223388671875,-0.0199127197265625,-0.0108184814453125,0.8004917250476686,1452576776948077121,0.020172119
-0.295552403790007,-0.16558624422314683,-0.4781534556300331,-3.564066736834993,6.447934877035647,6.701877820864408,-0.004425048828125,0.003143310546875,-0.0120391845703125,0.5860040569765034,1452576776968188205,0.020111084
-0.0029092081882557963,-0.41768628053476764,0.05872479408972353,-3.5647940388820567,6.343513306901955,6.716559019386839,0.0110015869140625,0.1404266357421875,0.0035400390625,0.4218043312723705,1452576776988421359,0.020141602
-0.03295480795685446,-0.23939804786531393,1.4424632337092786,-3.5730327408712705,6.283663794935626,7.077174827814159,0.02337646484375,-0.039764404296875,0.0015411376953125,0.5950003790238314,1452576777028674045,0.020111084
-0.19202613568613636,0.25950253452244887,-0.3400315382385619,-3.7621059443919886,6.387760038719739,7.018406782379187,0.03558349609375,-0.0188446044921875,-0.0088348388671875,0.4688678376760425,1452576777048785129,0.020111084
-0.014839170267658908,0.057333472930459095,0.5826866834716506,-3.7658157369589036,6.402093406952353,7.164078453247099,0.0110015869140625,-0.0115203857421875,-0.0140228271484375,0.5856885684283858,1452576777068926730,0.020141601
0.04841919112962323,0.11764412209436692,-0.3569829774414295,-3.7537109391764982,6.431504437475946,7.074832708886742,0.0513153076171875,0.035675048828125,-0.022430419921875,0.37897414650072037,1452576777089068332,0.020141602
-0.2397802720963016,0.3209585593942439,-0.9747221241406434,-3.8136560072005734,6.511744077324506,6.831152177851581,0.0193939208984375,0.005279541015625,-0.03173828125,1.0538463811316394,1452576777109240451,0.020172119
