LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,ResultantAcc,Timestamp,dt
0.3363433446902704,0.4034765327983587,-0.1623980234506881,4.106098118780189,6.884473506111553,4.5054799745920455,-0.022370554506778717,-0.034088462591171265,-0.02556634694337845,0.5498120370245757,11907955334885,0.018884375
-0.3017032173141896,0.004831168255288176,0.08077112591718372,4.030672314451641,6.885681298175376,4.525672756071342,-0.01065264455974102,-0.05645901709794998,-0.03834952041506767,0.3123654051049405,11907978153843,0.022818958
-0.6244348547351408,-0.09573375924342642,0.2867989838636298,3.8745636007678557,6.86174785836452,4.597372502037249,-0.009587380103766918,-0.03621899336576462,-0.03834952041506767,0.6937849073107496,11907996519312,0.018365469
0.029091909607883437,0.057488157400180206,0.32520716194441945,3.8818365781698265,6.876119897714566,4.678674292523354,0.006391586735844612,-0.04580637067556381,-0.024501081556081772,0.33152816716810807,11908015908114,0.019388802
-0.12229398482590037,0.5171693436691669,0.4402099037498717,3.8512630819633515,7.0054122336318585,4.788726768460822,0.011717909015715122,0.013848437927663326,-0.024501081556081772,0.690075871274504,11908035415562,0.019507448
-0.33917067522644295,-0.011474714884002424,0.2410766907000923,3.766470413156741,7.002543554910858,4.848995941135845,-0.034088462591171265,0.05645901709794998,-0.01065264455974102,0.41627681512923387,11908058677385,0.023261823
-0.2636751021928734,-0.028333366877904886,0.22733782350734,3.700551637608523,6.9954602131913814,4.9058303970126795,0.05006742849946022,0.00532632227987051,-0.00532632227987051,0.34929904836989556,11908075973426,0.017296041
0.1644707611412093,0.28379120749865194,0.2125163922287232,3.741669327893825,7.066408015066045,4.958959495069861,0.058589544147253036,-0.026631612330675125,0.01065264455974102,0.39083410507506144,11908098027385,0.022053959
0.3269434683490027,0.108280677180562,-0.021523217393779603,3.8234051949810755,7.093478184361186,4.953578690721416,0.001065264455974102,-0.02876213937997818,-0.006391586735844612,0.34507967983313115,11908116638530,0.018611145
0.4138042521774441,-0.14522093545209636,-0.881816660584656,3.9615991520583957,7.0117914081693815,4.372562681855408,-0.009587380103766918,-0.0649811327457428,-0.029827404767274857,0.984847045026988,11908156355405,0.020229739
0.1395074520349242,-0.2004525662327712,-0.6441616338266112,3.9964760150671266,6.961678266611189,4.211522273398755,0.03515372797846794,-0.1257012039422989,-0.03834952041506767,0.6889033103250044,11908176857958,0.020502553
-0.1795290633964748,0.16908016197960318,0.7756243291081448,3.951593749218008,7.00394830710609,4.405428355675791,0.003195793367922306,-0.06604639440774918,-0.015978965908288956,0.8138868998107317,11908198054260,0.021196302
