Acc0,Acc1,Acc2,LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,ConvertedData0,ConvertedData1,ConvertedData2,ResultantAcc,Timestamp,dt
-4.659116744995117,9.275136947631836,-0.7254431247711182,-0.27435081328490085,0.18667510697975054,-0.3665223510041251,-4.384765931710216,9.088461840652085,-0.35892077376699305,-0.27057716250419617,0.24181503057479858,0.024767398834228516,25.739999771118164,-23.940000534057617,-29.459999084472656,0.08511205347418807,-0.40737940544197326,-0.42187829233746454,0.49442350075778047,678636157826453,0.020046666
-4.095880508422852,8.381501197814941,-0.6518214344978333,0.23411144812559304,-0.5172898639060062,-0.1464676914834605,-4.329991956548445,8.898791061720948,-0.5053537430143727,-0.2828277051448822,0.4854942858219147,0.005592638626694679,25.920000076293945,-23.8799991607666,-29.520000457763672,2.2924537312207782E-4,-0.4175522206090129,-0.2647728962969727,0.5863870377931718,678636197873485,0.019948854
-3.694851875305176,8.502408981323242,-0.152031809091568,0.5081120649946147,-0.31710566431816467,0.2826575471382438,-4.2029639402997905,8.819514645641407,-0.4346893562298118,-0.2814961373806,0.6301039457321167,0.032224249094724655,25.979999542236328,-23.81999969482422,-29.579999923706055,0.0684652409602863,-0.09717577827123627,0.57421177709615,0.6622908438820249,678636217804995,0.01993151
-3.4811692237854004,8.415618896484375,0.18315643072128296,0.5774357732115121,-0.3231165993256262,0.4942766295608758,-4.0586049969969125,8.738735495810001,-0.31112019883959285,-0.2335592359304428,0.6860303282737732,0.02316950261592865,26.040000915527344,-23.81999969482422,-29.639999389648438,0.17895875079330759,0.42225595827481316,0.4778104340726099,0.8259211799404307,678636237760828,0.019955833
-3.47039532661438,8.373122215270996,0.26096799969673157,0.47056773630602633,-0.29249062443120444,0.45767055882905955,-3.940963062920406,8.6656128397022,-0.19670255913232798,-0.20053602755069733,0.6737797856330872,0.03009372018277645,26.100000381469727,-23.700000762939453,-29.700000762939453,0.1449189418130869,0.6308387264389314,0.5130172711492369,0.718642539967707,678636257756453,0.019995625
-3.582324266433716,8.513182640075684,0.09157821536064148,0.28691103718935196,-0.1219441597012132,0.23062461959437558,-3.869235303623068,8.635126799776897,-0.1390464042337341,-0.235956072807312,0.6740460991859436,0.03755057230591774,26.15999984741211,-23.700000762939453,-29.700000762939453,0.08473105936251193,0.5516934904812058,0.45266101692119226,0.3877834917958153,678636278581610,0.020825157
-3.6278140544891357,8.920795440673828,-0.19273324310779572,0.1931369993071459,0.228534912717544,-0.04294947109924929,-3.8209510537962816,8.692260527956284,-0.14978377200854642,-0.31558459997177124,0.689492404460907,0.05139901116490364,26.219999313354492,-23.579999923706055,-29.700000762939453,0.09392806918541363,0.2985203630286449,0.2289959297677776,0.3022825894752941,678636298700672,0.020119062
-3.5230677127838135,9.241020202636719,-0.41718965768814087,0.23830667280997453,0.4390077397443477,-0.21392470854367557,-3.761374385593788,8.802012462892371,-0.2032649491444653,-0.3717772960662842,0.6737797856330872,0.07004113495349884,26.280000686645508,-23.520000457763672,-29.700000762939453,0.2680386072932322,0.06880684033338934,-0.12163757647273102,0.5433982395874114,678636318293068,0.019592396
-3.420117139816284,9.362525939941406,-0.6542156338691711,0.27300579662200297,0.4484107816392289,-0.3607605477797647,-3.693122936438287,8.914115158302177,-0.29345508608940646,-0.3512709438800812,0.6764429211616516,0.0740358829498291,26.34000015258789,-23.399999618530273,-29.639999389648438,0.46116081448836566,-0.042188393368046695,-0.28431062016140934,0.6369871010576859,678636337583224,0.019290156
-3.245340347290039,9.163806915283203,-1.1150994300842285,0.3582260713185983,0.19975340558482024,-0.6573154751958576,-3.6035664186086374,8.964053509698383,-0.45778395488837087,-0.3443467319011688,0.6543387174606323,0.05672533065080643,26.459999084472656,-23.280000686645508,-29.579999923706055,0.5526641510790307,-0.1704949869956536,-0.2669201379286842,0.7747844701251099,678636358041245,0.020458021
-3.3195607662200928,9.001001358032227,-0.6308721303939819,0.22720452191083584,0.029558278667074944,-0.13847054040448886,-3.5467652881309286,8.971443079365152,-0.49240158998949307,-0.34754252433776855,0.6372944712638855,0.04367584362626076,26.639999389648438,-23.15999984741211,-29.520000457763672,0.6254681718958615,-0.45696132993398253,0.01633757107109055,0.2677119294585191,678636377393484,0.019352239
-3.3512837886810303,8.744821548461914,-0.7128735780715942,0.15556241379832558,-0.15423150536400954,-0.17165208496104578,-3.506846202479356,8.899053053825924,-0.5412214931105485,-0.3033340573310852,0.7352988123893738,0.010386328212916851,26.940000534057617,-22.920000076293945,-29.280000686645508,0.24932049507763482,-0.04580147913140088,0.08608825677244183,0.278301024261651,678636417532340,0.020109897
-3.096301317214966,8.816049575805664,-0.656609833240509,0.32843590821151203,-0.06640278241620834,-0.09231067210396848,-3.424737225426478,8.882452358221872,-0.5642991611365406,-0.3568635880947113,0.7866978049278259,0.01571265049278736,27.18000030517578,-22.799999237060547,-29.100000381469727,0.11803636718445475,-0.12496902521050954,0.2188643981282211,0.34756400201922727,678636438375049,0.020842709
-2.823362350463867,8.874707221984863,-0.6901286244392395,0.4810998999700886,-0.0061961089896076516,-0.10066357064215925,-3.304462250433956,8.880903330974471,-0.5894650537970803,-0.3334277868270874,0.8117315173149109,0.022104237228631973,27.420000076293945,-22.68000030517578,-28.920000076293945,0.26631887986744995,0.017717588195172343,0.22262318729325944,0.49155738217655665,678636457271663,0.018896614
-2.58274507522583,8.826224327087402,-0.9289502501487732,0.5773737401665007,-0.043743203109654516,-0.2715881570813544,-3.1601188153923307,8.869967530197057,-0.6573620930674188,-0.26578348875045776,0.7699198722839355,0.013848437927663326,27.65999984741211,-22.5,-28.68000030517578,0.41718088835827327,0.06433280394881295,0.2518929664352361,0.6395576836525324,678636478280307,0.021008644
-2.4600422382354736,8.402450561523438,-1.1552022695541382,0.5600612617254859,-0.3740135749388962,-0.3982721411893755,-3.0201034999609595,8.776464136462334,-0.7569301283647627,-0.24474450945854187,0.6849650740623474,-0.029028456658124924,28.020000457763672,-22.31999969482422,-28.440000534057617,0.5277792668081507,-0.0747879071476377,0.3533976092467538,0.7824164297685001,678636497186088,0.018905781
-2.4426841735839844,7.827243804931641,-1.0845733880996704,0.46193546110158046,-0.7593762652245548,-0.26211460778792617,-2.904619634685565,8.586620070156195,-0.8224587803117442,-0.28788772225379944,0.6159891486167908,-0.10146643966436386,28.31999969482422,-22.139999389648438,-28.200000762939453,0.37483212485549444,-0.23804605476626878,0.6442130135959103,0.9266826587485824,678636516830725,0.019644637
-2.5240871906280518,7.64109468460083,-0.8104372620582581,0.30442595524601046,-0.7564203084442926,0.00961721460278897,-2.828513145874062,8.397514993045123,-0.820054476661047,-0.3139866888523102,0.5842975378036499,-0.1643170416355133,28.6200008392334,-21.959999084472656,-27.959999084472656,0.03832161498795224,-0.17784484939428497,0.9086492077672329,0.8154381252254036,678636536644840,0.019814115
-2.5007436275482178,7.580042362213135,-0.8373720645904541,0.26221561466067556,-0.6539781046655904,-0.013854070343525704,-2.7629592422088933,8.234020466878725,-0.8235179942469284,-0.2604571580886841,0.5680522918701172,-0.19467708468437195,28.979999542236328,-21.780000686645508,-27.65999984741211,-0.17921360941296002,0.02746529446066759,0.7950265756677453,0.7047242902149443,678636557008798,0.020363958
-2.3714568614959717,7.626729488372803,-1.2054805755615234,0.31320190457033714,-0.4858327828047386,-0.30557006505167605,-2.684658766066309,8.112562271177541,-0.8999105105098474,-0.21624869108200073,0.5060006380081177,-0.20319919288158417,29.280000686645508,-21.600000381469727,-27.360000610351563,-0.1579388556464283,0.0010136048545005393,0.6867973539841494,0.6538363637256408,678636576889787,0.019880989
-2.186504602432251,8.072051048278809,-1.4143747091293335,0.39852333090724645,-0.03240897831898515,-0.41157135889558893,-2.5850279333394974,8.104460026597794,-1.0028033502337446,-0.23515713214874268,0.45167213678359985,-0.20799288153648376,29.639999389648438,-21.360000610351563,-27.059999465942383,0.0581520880158824,-0.23712055594285436,0.6065428569177544,0.6257063182922923,678636616758433,0.01985776
-2.4863784313201904,9.367912292480469,-1.4323312044143677,0.030095710894407546,0.9020789936219433,-0.3053520808259893,-2.516474142214598,8.465833298858525,-1.1269791235883784,-0.28842034935951233,0.5273059010505676,-0.2636529505252838,30.360000610351563,-21.0,-26.459999084472656,0.5639108496696814,-0.06252027350880729,-0.2638260373291606,0.9528337503536382,678636637002860,0.020244427
-2.8095955848693848,10.004171371459961,-1.8010382652282715,-0.23449715412382943,1.230670458081148,-0.5392473133119144,-2.5750984307455553,8.773500913378813,-1.261790951916357,-0.31691616773605347,0.45726478099823,-0.25672873854637146,30.600000381469727,-20.81999969482422,-26.100000381469727,0.6632075695898382,-0.21064959365388522,-0.6509029584062007,1.3639378125852937,678636657479006,0.020476146
