Acc0,Acc1,Acc2,LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,ConvertedData0,ConvertedData1,ConvertedData2,ResultantAcc,HeartRate,Timestamp,dt
-0.22625206410884857,9.609128952026367,0.6482301354408264,-0.11091857862472537,4.91518148803711,0.35922604370117195,-0.1153334854841232,4.693947463989257,0.28900409173965447,0.01810949668288231,-0.028495823964476585,0.041545312851667404,,,,7.527679282657181,8.985949488350698,8.337754328116572,4.929539059780338,0,105916529266114,0.020039583
-0.1364694982767105,9.546878814697266,0.7356184720993042,-0.016908810234069843,3.882345080566407,0.35729150428771983,-0.11956068804264067,5.664533734130859,0.37832696781158437,0.012783173471689224,-0.006924218963831663,0.04580637067556381,,,,7.527679282657181,8.985949488350698,8.337754328116572,3.8987878182196445,0,105916549198823,0.019932709
-0.15322890877723694,9.511565208435059,0.7422025203704834,-0.026934576587677006,3.07762517944336,0.2911004420471192,-0.12629433218955993,6.433940028991699,0.4511020783233642,0.020240023732185364,0.0018642127979546785,0.046605318784713745,,,,7.527679282657181,8.985949488350698,8.337754328116572,3.0914788829813737,0,105916569220073,0.02002125
-0.262763649225235,9.567230224609375,0.517746090888977,-0.10917545362854003,2.506632156494141,0.05331521005249029,-0.15358819559669495,7.060598068115234,0.46443088083648676,0.023435818031430244,0.01571265049278736,0.053529538214206696,,,,7.527679282657181,8.985949488350698,8.337754328116572,2.5095749758212857,0,105916589379552,0.020159479
-0.21188685297966003,9.586981773376465,0.7475894689559937,-0.046638925906372086,2.0211069642089843,0.2265268704956055,-0.16524792707328795,7.565874809167481,0.5210625984603882,0.013049489818513393,0.024767398834228516,0.049801114946603775,,,,7.527679282657181,8.985949488350698,8.337754328116572,2.034296677783329,0,105916608876166,0.019496614
-0.23283611238002777,9.617507934570313,0.6631938815116882,-0.05407054824539187,1.6413065003222655,0.11370502644104008,-0.1787655641346359,7.976201434248047,0.5494888550706482,0.042876895517110825,0.005592638626694679,0.04554005712270737,,,,7.527679282657181,8.985949488350698,8.337754328116572,1.6461286356860567,0,105916629012781,0.020136615
-0.20949265360832214,9.633070945739746,0.7242460250854492,-0.024581671578949,1.3254956091933607,0.13980573601184088,-0.18491098202937314,8.307575336546385,0.5844402890736083,-0.013582121580839157,-0.004261057823896408,0.05699164792895317,-53.70000076293945,-1.7999999523162842,2.2799999713897705,7.527679282657181,8.985949488350698,8.337754328116572,1.3330748337547695,0,105916649080021,0.02006724
-0.13347674906253815,9.494805335998535,0.608127236366272,0.04114738637346799,0.9497839995617205,0.018949557834130992,-0.17462413543600613,8.545021336436815,0.589177678532141,-0.0162452831864357,0.018375812098383904,0.06711166352033615,-45.119998931884766,-5.340000152587891,1.8600000143051147,7.527679282657181,8.985949488350698,8.337754328116572,0.9508637331242237,0,105916669049708,0.019969687
-0.17956513166427612,9.45111083984375,0.6554127335548401,-0.0716364111319302,0.6684829450222356,0.05819215106535758,-0.19352143746464268,8.89335997337376,0.6169727273030201,0.06151902303099632,0.06604639440774918,0.07243798673152924,-28.020000457763672,-12.420000076293945,1.0199999809265137,7.527679282657181,8.985949488350698,8.337754328116572,0.6748240879155675,0,105916708928875,0.019959323
-0.30047231912612915,9.618705749511719,0.7817068696022034,-0.08556070532918919,0.5802766209103662,0.1317873138393466,-0.21491161379693996,9.038429128601353,0.6499195557628568,0.044741109013557434,0.05086637660861015,0.08175905048847198,-19.5,-15.960000038146973,0.6000000238418579,7.527679282657181,8.985949488350698,8.337754328116572,0.601173425194903,0,105916728786531,0.019857656
