"","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D","magnitude2D"
"rotatedAcc",1.14423396059887,0.00112118578581777,0.431764748881362,0.149269515620156,0.259624772847299,-0.672384866592497,-0.539144860393986,0.683544391712142,0.7692271162525,0.578211574324075,0.14967839294045,-1.12927536729096,-0.423117671688755,0.565125329941728,-1.0989962182034,-0.180405653768241,-0.00481192042356001,0.274920214411007
"rotatedAcc",-0.327051225198169,0.172046036659695,1.76642157698191,0.341735995157171,0.610132063016174,-1.52013684815083,-0.306672787875827,0.0247052250739473,0.947682574738808,0.290415374712084,0.218252688659277,-1.80661620799532,0.680450015275172,0.0351108158216338,-0.633370403385496,-0.257881613607599,-7.46220256835836e-05,0.477471306821241
"rotatedAcc",-1.73438294453928,0.277791483202824,2.4098947721123,0.455301919777302,0.503613923172709,-2.4026041720436,-0.0115262916347759,-0.672641239955484,0.979338570846558,-1.09813269926235,0.137223977974262,-1.50657519402763,0.366303857619037,-0.145358537606072,0.076809778002179,-0.50788326368388,0.0152541859023277,1.13159495362362
"rotatedAcc",-2.06249354083457,0.289215542839006,2.41486430965316,0.580746180940063,1.01738488489218,-2.60707696111062,0.121922395663618,-0.819904416922125,0.758218576460145,-1.82999169441996,0.0685201269245399,-1.12323400535067,0.0866856972476605,-0.047720754318621,0.0520587419525227,-0.600281242360351,0.00671902377548998,1.19701856484782
"rotatedAcc",-0.820678911702844,0.214064157766128,2.04614726011907,0.621282143741333,1.5665296029206,-2.20576744769556,0.137808039252837,-0.539014109791217,0.313788030282099,-1.61715390455409,0.0517936254544648,-0.916733932250719,-0.11042233980817,0.00589425840461039,0.0732998728902168,-0.706036784363812,-0.016922432976016,1.09964101586953
"rotatedAcc",0.736792944014705,0.0806721327309604,1.15459706632721,0.55198287319478,2.02922712405662,-1.1821139437001,0.141766927521281,-0.127159066103941,-0.275931265532063,-0.972293095740322,0.0320717226144807,-0.559243637416735,-0.334177437043359,0.154414135143442,-0.125528829332103,-0.40102246854262,-0.0203816089564016,0.490852941033818
"rotatedAcc",1.60169727917536,-0.00843755596669161,0.494666847659833,0.310204121283322,1.7498864020169,0.0792143041084544,0.118345047625262,-0.320512072472471,0.0699923383417883,-1.09483086879026,-0.157047616860669,1.04358650997882,-0.65840472351318,0.289170752618425,-0.209017633035421,-0.329432044237274,-0.0297136264205022,0.242165691945918
"rotatedAcc",1.02718559049253,-0.0142333339814948,0.220507871238158,-0.0285310109981732,0.52463382741161,0.829067637360332,0.223933458568012,-0.726140201490186,0.300098904167238,-0.375618997273723,-0.369321079116723,3.09062561657491,-0.966498369978063,0.401242153587796,-0.247710085117356,-0.177137969621304,-0.0164042707923488,0.124911488452668
"rotatedAcc",0.0509115463484996,0.0112794189277219,0.142331841643922,-0.311259654654737,-0.754684686975307,1.141848149474,0.296840216406536,-0.786514140171108,0.15116123649064,0.695868201576401,-0.292370938316679,2.73414838960791,-0.580787048160279,0.101964318836895,0.205052422436753,-0.11595020339609,-0.0118811045997024,0.0675676040493392
"rotatedAcc",-0.767024357067791,0.0288308896807497,0.034914290861743,-0.455151107769353,-1.61233700003995,1.04904951526601,0.145383713388014,0.648005567015978,-1.37357776631755,1.72718286236872,-0.0850849883156181,1.2369752492955,-0.195952271595695,-0.0755156539249182,0.348741341766334,0.0444347362695721,-0.00136516635846276,-0.0993829919095274
"rotatedAcc",-0.969250695611715,0.00833715563985773,-0.263915005978207,-0.363752512719406,-1.3183776330405,0.802021085780081,-0.330257580100662,2.27040264536809,-2.12315787794728,1.37066766201232,0.0559268552770729,-0.0877646906942983,-0.156294912689735,0.157498630455378,-0.27560433471863,0.119457684243221,-0.00518770233855422,-0.286024516880005
"rotatedAcc",-0.840636137035015,0.000390313492871114,-0.303894764391889,-0.207211442399302,-0.785174661403594,0.415196589171876,-0.809356931231894,3.29651542755457,-2.02622418419391,0.356175780148495,-0.049991934262931,0.536157500406067,-0.648585596130691,0.522457827574622,-0.810199183939121,0.125601811717371,-0.0105003985362821,-0.363392389896345
"rotatedAcc",-0.522394928805727,-0.0143501186440618,-0.34884318128562,-0.0522927007312919,-0.229371840470296,0.0666921987933446,-0.582371399548767,2.32896327770899,-1.3976657210433,-0.719302800458006,-0.162323700793902,1.19798224323893,-0.806350959747613,0.609495231813039,-0.905420302840153,0.0594800186838559,-0.0140695830807692,-0.28504938974892
"rotatedAcc",0.271419935114058,-0.03424117653829,-0.275919612839692,0.0893369998490931,0.353425699556553,-0.160823382407296,0.2342138724799,0.269623356926462,-1.12796673992277,-1.35824195226523,-0.221485374943404,1.52555586166719,-0.646871651948567,0.473345945319781,-0.686660962794475,0.0801958526884921,-0.00385895290590031,-0.196690018790763
"rotatedAcc",0.98350847509808,-0.0593477636012615,-0.290139821745065,0.16772606883513,0.76085623240357,-0.183220664159049,0.870127400750029,-1.51974403810249,-0.657813368885693,-1.57413011103542,-0.29811371219158,2.12688405853623,0.0366408804790938,0.208337657567008,-0.559172502901155,0.106791508184608,0.00180754642536009,-0.175664623493731
"rotatedAcc",1.44519763086524,-0.0915743107688646,-0.474218974790321,0.0933513098959499,0.804489474336006,0.362839018803682,0.927559877907836,-1.75775591779185,-0.508302142484665,-0.773748782417205,-0.327462854348616,2.61278566286087,0.0715720907557986,0.174295553365613,-0.500521705857476,0.128028592879867,0.00602791225127825,-0.162655722064176
"rotatedAcc",1.30746957435421,-0.099233092099817,-0.608680667508691,-0.0869727739663121,0.239536931337872,0.868525252538685,0.595222875921723,-0.870087631428786,-0.687488729103039,0.3994655141524,-0.24412187052814,2.23038924537094,-0.171574229979808,0.456182974879758,-1.02304584748637,0.151374495556125,0.00526284587661025,-0.215464996676349
"rotatedAcc",0.71236042661174,-0.0815922671206516,-0.633431052220359,-0.255459996874516,-0.432999993493276,1.16453220187886,0.159463542089833,0.107203745601656,-0.66097410732245,1.3153134096909,-0.0679715783979615,0.969517128435827,-0.893162537286988,1.02547703725922,-1.89399471591822,0.132328695321192,-0.00233961970447065,-0.274535841886132
"rotatedAcc",0.0246678754473172,-0.0340312645045823,-0.36407654562696,-0.242479503509997,-0.593426493621512,0.882811603221271,-0.172804676169246,0.470738780417339,-0.10603245770003,1.06946051336686,0.0487898794237833,-0.113118054508015,0.0116430490046985,0.612866528195833,-1.56804288143974,0.128558806604492,-0.00550917715809343,-0.306899950903632
"rotatedAcc",-0.426849328205363,0.00249246452744971,-0.129153974088032,-0.131357418737314,-0.491200133818992,0.271189873439143,-0.268444496719995,0.232949109099644,0.533469708358928,0.340850186595893,0.0585242279996442,-0.408328383422125,0.896604598004482,-0.028567937735125,-0.644245087190149,0.0816337626355738,-0.00892257939609742,-0.262234558400737
"rotatedAcc",-0.256344981285049,0.0167815743940516,0.0900184887908638,0.0290234348229169,-0.0612151387106716,-0.266996082890361,-0.144460214523887,-0.198408965445509,0.740702405228875,-0.16591581048747,-0.0401865397890017,0.30010507460417,1.38373887361841,-0.518280778213364,0.211764736563246,0.177732165069006,0.010006262341926,-0.205460398898819
"rotatedAcc",0.151142906056805,-0.0217372116163085,-0.182918929493504,-0.0502467127653637,-0.155714444875579,0.142991093504828,0.0907924895485705,-0.823480130432202,0.862939878145813,-0.454187307586851,-0.0790911686932524,0.553691469685331,1.20572744921779,-0.329987257283916,-0.124797750775115,0.321190917201021,0.03340581369376,-0.181030164470636
"rotatedAcc",0.125485234593158,-0.0319522357928264,-0.30432273911342,-0.066486934419725,-0.251799267575876,0.133387950757619,0.279044819416134,-1.4026628064837,1.07143005352168,-0.187335189235006,-0.00259920174575676,-0.0317047265518959,1.3169000329237,-0.422495372747636,0.0215917534841954,0.480357205376771,0.0572606760605418,-0.180085308061673
"rotatedAcc",-0.469155814908484,0.00408641858549693,-0.127187224151294,0.220889807575301,0.256667638373729,-1.15057091926783,0.464656786615587,-1.78440695841726,1.0117518744651,-1.37057673434051,0.215642630936753,-2.26475197607313,0.360702403689514,-0.485599226209344,0.946639329958229,0.531280510266502,0.0804987699001869,0.0140031756352804
"rotatedAcc",-0.85681915837223,0.0661408971756916,0.411063767028771,0.697637241740781,1.28638260266722,-3.05347774373029,0.335374646368875,-1.33619506610137,0.797875205432234,-1.34986566235371,0.296569252062195,-2.95980590995806,-0.864467037025769,-0.558683928468011,2.11213503215149,0.512830728321891,0.093294190670349,0.207115316923006
"rotatedAcc",-0.889930208829658,0.141157865151476,1.22141343081832,0.963850820930614,2.05718535071733,-3.87717365718536,0.164564628726781,-0.667271827606709,0.407782958760198,-0.144445351683179,0.256466161376336,-2.26351367662575,-1.1816357707192,-0.62032819413599,2.5225183414743,0.582873131792743,0.105437851436335,0.227971845990517
"rotatedAcc",-0.596803485734469,0.19260922575388,1.89298673093864,0.735920492279193,1.45891990261032,-3.09667260804997,0.0418438460423255,-0.134053552508781,0.0537896756685744,1.56511061447808,0.118425234288338,-0.572895314447183,-0.105196046880439,-0.647246994854498,1.73028711292384,0.53233909340685,0.0792157919980783,-0.00389185573849826
"rotatedAcc",-0.801891597766519,0.270749034005511,2.67452912982775,0.272867974364524,0.0819486181707646,-1.70813812264845,-0.00951291329236397,0.287611443340517,-0.372493824601533,2.28443146759143,0.0994584519044709,-0.200395250499539,0.866573612003742,-0.64246205407764,0.941113858410089,0.468537910734044,0.0519073304341025,-0.224633875845802
"rotatedAcc",-1.55071722903164,0.317978462416819,2.91783708152502,-0.0773270480598404,-1.06027654657133,-0.781061014891225,-0.127261967867867,0.520029590992288,-0.320969220485681,2.10492312537758,0.264535029013975,-1.68237070930265,1.08980341463271,-0.547900962933713,0.522122872646252,0.206767821196871,0.0168740636730443,-0.174044420694487
