"glass","top","lefthand","righthand","leftpants","rightpants"
-144.759540604823,2.58766541722101,-10.3664125623756,37.4437267550745,18.6771373556882,-23.5133291547518
-148.181678358509,10.7863494296863,-4.068370351143,65.0262578663847,17.9160676020822,-22.2879508385644
-84.8732843970046,32.5690330628606,-11.7666999302088,50.7571267233431,18.8259788389311,-11.3300954636086
-20.9927981057903,-5.55256837933997,-3.70423089410407,16.4078456933826,6.03346907997651,10.1883255592806
6.37884415879294,19.5286990075314,-66.4486286817426,70.8854611859307,-0.246053572014732,8.22891183043752
12.5291332490455,30.4460008274501,6.35653955678005,94.2847698205556,13.2259036275398,4.5388044923594
57.9842998887302,2.13523978625815,9.39384285745308,85.3848878542258,-43.5730351426488,7.25936331074162
4.92873330581334,15.3108160909818,33.4140203942909,-42.916149223419,3.62151875646187,3.07549453675667
-23.0771218223876,3.42415685351134,-147.993806350774,2.64687170634688,17.207715549128,0.174387709176661
19.7875717520873,17.6897276916828,-60.2309658435762,96.8329468944912,-13.7467943261855,24.2211230329476
7.80831631567205,-1.50008883325918,-13.83909308528,90.9274856524208,-6.37609482519088,3.54826590699714
-5.46345761937119,3.74729327781091,-33.7171616441132,43.0796497979481,7.69461915645669,8.43721678303912
-41.0473677049981,4.0323296935885,-47.052369126617,-5.6867141025816,-30.5282908747002,-7.25358894682969
49.2358005572197,12.9431011148468,-10.0561236888537,4.58642088774391,5.11333629218114,4.64285642782235
-24.5459385142912,28.3454771418268,-20.0522202856181,41.1356718275047,-2.40635054777855,12.8288922309479
-5.27239435406474,4.38324955490115,-64.2294728599148,9.2944960968466,-0.737197622089867,17.3683419683119
38.1171447994365,17.8525123338178,-51.7933804395267,44.909896394822,-39.5024838092598,-11.6601877536848
39.7154046512361,17.0306224022661,-9.01700483638625,51.0098339100287,11.3191251177711,6.90264587158711
-3.29306643221965,32.5411360215495,18.7034649268368,-42.3132205209964,-28.031141009228,-2.89970009559135
-100.385492204334,18.0023282253543,-129.811193353067,25.4502036200414,-18.0948954524216,2.78658495582439
10.5644885301785,31.0151963966828,52.9101749872607,8.40837885209586,11.1670801189917,71.6224993576888
10.5644885301785,31.0151963966828,52.9101749872607,8.40837885209586,11.1670801189917,71.6224993576888
-106.958637452745,17.2443985583447,-107.933005736514,7.28963090245067,-28.1216122815323,23.4341275640326
-0.00238488192142938,19.4614191161114,-69.9301862061115,17.9033508867731,15.0068540159943,-21.0939322325129
