"glass","top","lefthand","righthand","leftpants","rightpants"
-0.98384637469192,0.999213606816635,0.991588037547043,0.995549632555355,0.884853071503859,0.989829891228767
0.96073396965986,0.972844531347151,0.948592568138396,0.979239333247665,0.892180860941232,0.999550559657945
0.632303984771055,0.954703366952014,0.878901768337884,0.662127656335882,0.94049125573816,0.996037475048666
0.978440053618029,0.999991257733995,0.965166097206245,0.955115441204113,0.992583832350333,0.999398017386972
0.987026137769662,0.983658191205868,0.997227637423507,0.924136035788988,0.995060747319072,0.999101304850645
0.993841523662286,0.96177539495947,0.897995506814414,0.8452300599893,0.999942456096746,0.988709113224797
0.999191667767289,0.995624698163504,0.954411801244005,0.892848552145347,0.890384092142867,0.962969923895296
0.994401232655572,0.983641512355197,0.93662820001426,0.846328761403433,0.999865155314842,0.998609724469895
0.999847643535499,0.996616794487136,0.955309173085862,0.953219258581421,0.995681815383832,0.999912005994487
0.973624236507444,0.922757880579439,0.9167465970658,0.754745656675685,0.972941901621602,0.967363757123671
0.993167993430228,0.960734079200467,0.812703814830025,0.810924070694265,0.980504537435338,0.993400385580984
0.986450170640743,0.998435564764353,0.901763792996087,0.931803519612096,0.993456638117206,0.995012531755521
0.871298915901872,0.95260711974547,0.917403737624557,0.994833900662303,0.984937035215901,0.999509438468218
0.353320157884673,0.744824496539886,0.740287133521433,0.866892409429971,0.978102545717458,0.987274949129134
0.999471057139949,0.757647974712899,0.766750353137257,0.710075687467719,0.988556133146836,0.999948461680882
0.979647530573133,0.908020526593802,0.597722813688755,0.701745962559646,0.960135840276035,0.985620520632701
0.99147596826395,0.888247680972179,0.608229292562787,0.260857648953491,0.885053671893837,0.977602524560021
0.947047014517207,0.939380509100128,0.398185008889079,0.790162519241889,0.981243785058344,0.981942542925562
0.359127088888649,0.886727367402399,0.39784805688691,0.658333254634236,0.979781150543629,0.997233829913349
0.959466677708666,0.876166923668787,-0.554504829395078,0.645265481726219,0.969477773748644,0.973343356300257
0.936088553246008,0.812658662131763,0.999319293873557,0.95998376974616,0.997618736716613,0.987443868105119
0.936088553246008,0.812658662131763,0.999319293873557,0.95998376974616,0.997618736716613,0.987443868105119
0.751089798592393,0.9045487352793,0.923816424780256,0.841012833676716,0.995833219778049,0.991595743414536
0.962582958573496,0.962616350764752,0.937700596556508,0.811127146784398,0.989566425107388,0.999685451998923
