Acc0,Acc1,Acc2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,Timestamp,dt
-0.21875,0.796875,0.0625,34.6374511719,-59.196472168,4.7836303711,2.9602050781,14.2822265625,-6.8664550781,141102366432682,0.100628958
-0.21875,0.828125,0.046875,34.6374511719,-59.196472168,4.7836303711,2.6245117188,14.6789550781,-6.4697265625,141102466933515,0.100500833
-0.3125,0.921875,-0.046875,19.5541381836,-53.1158447266,6.0882568359,2.44140625,14.892578125,-7.7514648438,141102567744296,0.100810781
-0.34375,1.109375,0,26.5579223633,-71.2814331055,-9.1781616211,2.5634765625,14.9230957031,-8.7585449219,141102673499088,0.105754792
-0.3125,0.90625,-0.03125,58.3877563477,-165.4891967773,-14.2593383789,2.3803710938,14.8620605469,-11.1999511719,141102777498723,0.103999635
-0.296875,0.984375,0.0625,62.2634887695,-145.0576782227,4.7454833984,2.6550292969,14.5263671875,-11.9934082031,141102878599713,0.10110099
-0.359375,0.78125,-0.078125,33.5464477539,-64.6362304688,4.8294067383,3.1433105469,13.3972167969,-15.4418945313,141102979864400,0.101264687
-0.578125,0.890625,-0.140625,-1.823425293,13.9083862305,5.4931640625,4.150390625,12.0849609375,-17.8527832031,141103080940338,0.101075938
-0.53125,0.984375,0.046875,-26.4205932617,50.7583618164,0.6484985352,4.638671875,11.23046875,-19.5617675781,141103181410963,0.100470625
-0.375,0.765625,0,-12.8936767578,65.9790039063,1.9454956055,4.6081542969,11.23046875,-19.5617675781,141103282444088,0.101033125
-0.375,0.765625,0,-23.6740112305,68.0923461914,-16.5481567383,4.0283203125,11.8713378906,-18.8598632813,141103383462473,0.101018385
-0.265625,0.765625,-0.015625,-17.5476074219,69.82421875,-10.2615356445,3.7231445313,12.5732421875,-16.6625976563,141103484208254,0.100745781
-0.28125,0.8125,0,-23.5366821289,62.2482299805,-6.1798095703,3.173828125,13.5803222656,-15.6555175781,141103584890963,0.100682709
-0.28125,0.8125,0,-26.2222290039,71.8841552734,9.880065918,2.5634765625,14.404296875,-13.3361816406,141103685596327,0.100705364
-0.421875,1.046875,-0.0625,-39.6957397461,80.6427001953,-5.3558349609,2.4108886719,14.7094726563,-12.3596191406,141103786270911,0.100674584
-0.359375,1.046875,0,-24.658203125,69.7174072266,-2.6245117188,2.1667480469,14.8315429688,-11.0168457031,141103886701692,0.100430781
-0.28125,0.78125,-0.078125,-32.5927734375,65.4602050781,-6.6528320313,1.8920898438,15.2893066406,-8.9416503906,141103988219713,0.101518021
-0.4375,0.9375,0,-26.1993408203,56.7016601563,3.2501220703,1.7395019531,15.5639648438,-9.033203125,141104089672942,0.101453229
-0.28125,0.765625,0.03125,-13.0920410156,33.3023071289,3.0822753906,1.5563964844,15.4724121094,-6.5002441406,141104190894140,0.101221198
-0.34375,1.109375,0.015625,-4.9362182617,1.4419555664,7.3089599609,1.7700195313,15.380859375,-6.0729980469,141104291735650,0.10084151
-0.34375,1.109375,0.015625,1.0757446289,-22.7203369141,8.171081543,1.953125,14.9230957031,-6.2255859375,141104392503410,0.10076776
-0.375,1.03125,0.140625,25.993347168,-31.9900512695,-6.5231323242,2.1667480469,14.6789550781,-6.591796875,141104493070962,0.100567552
-0.3125,0.875,0.078125,31.4865112305,-23.8265991211,-9.0026855469,2.2583007813,14.8010253906,-6.7138671875,141104593470702,0.10039974
-0.3125,0.875,0.078125,31.5399169922,-35.2630615234,2.7542114258,2.2583007813,14.8010253906,-6.7138671875,141104693924348,0.100453646
-0.25,0.875,-0.015625,29.1900634766,-59.7839355469,4.150390625,1.708984375,15.13671875,-7.1716308594,141104794707785,0.100783437
-0.40625,1.09375,-0.078125,17.4407958984,-50.1251220703,-1.7471313477,1.5869140625,15.2893066406,-6.8359375,141104895444296,0.100736511
-0.46875,0.875,-0.125,22.5067138672,-30.1513671875,7.4081420898,1.5869140625,15.2893066406,-6.8359375,141104996171535,0.100727239
