Acc0,Acc1,Acc2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,Timestamp,dt
-0.3125,0.90625,-0.09375,-9.8571777344,7.0724487305,-10.8413696289,3.9367675781,13.3056640625,-14.1906738281,141099235931016,0.101278854
-0.28125,0.828125,-0.09375,-10.1852416992,7.4234008789,2.7008056641,3.90625,13.3972167969,-13.7634277344,141099336642631,0.100711615
-0.25,0.859375,-0.078125,-9.6206665039,1.335144043,-0.1754760742,3.7841796875,13.4887695313,-14.7399902344,141099437423516,0.100780885
-0.28125,0.953125,-0.109375,-1.8005371094,1.1520385742,-0.5111694336,3.662109375,13.6108398438,-15.380859375,141099539268204,0.101844688
-0.359375,1.15625,0.0625,0.0305175781,-0.0534057617,-2.4032592773,3.7841796875,13.5803222656,-14.1296386719,141099640446225,0.101178021
-0.28125,0.921875,0.046875,12.8021240234,-3.2958984375,4.4860839844,3.6926269531,13.6413574219,-14.1906738281,141099741181381,0.100735156
-0.25,0.84375,0.0625,10.1928710938,-11.8789672852,-6.7291259766,3.8146972656,13.4887695313,-15.3198242188,141099842387631,0.10120625
-0.203125,0.84375,0,20.1644897461,-18.6309814453,-5.9432983398,3.662109375,13.427734375,-15.1977539063,141099943450027,0.101062396
-0.203125,0.828125,0.015625,15.8233642578,-46.6995239258,-5.2490234375,3.90625,13.3972167969,-15.1062011719,141100044155443,0.100705416
-0.234375,0.890625,-0.015625,18.9514160156,-22.6745605469,6.9198608398,3.8452148438,13.0615234375,-15.1977539063,141100145403620,0.101248177
-0.3125,1.125,-0.09375,8.1176757813,26.8249511719,1.3275146484,3.9978027344,12.8479003906,-17.6391601563,141100247622735,0.102219115
-0.453125,0.984375,-0.171875,-20.7672119141,28.4194946289,-2.2964477539,4.2114257813,12.5732421875,-15.7165527344,141100349232579,0.101609844
-0.4375,0.890625,-0.078125,-16.4642333984,20.7061767578,10.0402832031,4.0893554688,12.7563476563,-16.0522460938,141100449644610,0.100412031
-0.3125,0.765625,-0.078125,-10.5209350586,16.1209106445,6.9122314453,3.8757324219,13.0310058594,-15.4724121094,141100550308985,0.100664375
-0.265625,0.796875,-0.0625,-10.5209350586,16.1209106445,6.9122314453,3.7841796875,13.3361816406,-14.9536132813,141100650865964,0.100556979
-0.28125,0.90625,-0.125,-1.3809204102,14.8315429688,6.0043334961,3.8452148438,13.0920410156,-15.1672363281,141100751710703,0.100844739
-0.34375,1.125,0.046875,-5.1651000977,7.1563720703,4.2343139648,3.6315917969,13.3361816406,-14.3127441406,141100852495912,0.100785209
-0.296875,0.984375,0.03125,10.5972290039,0.3433227539,3.4027099609,3.8757324219,13.3666992188,-13.6108398438,141100953375964,0.100880052
-0.265625,0.984375,0.046875,3.7155151367,-7.4234008789,-10.4675292969,4.0283203125,13.1225585938,-14.5874023438,141101054051120,0.100675156
-0.234375,0.8125,0,11.9323730469,-4.5547485352,-3.1661987305,3.90625,13.3972167969,-14.0991210938,141101154813516,0.100762396
-0.21875,0.78125,0.015625,6.3400268555,1.0299682617,-1.0757446289,3.6315917969,13.427734375,-13.7634277344,141101256143516,0.10133
-0.234375,0.890625,-0.0625,4.4555664063,10.8337402344,0.7629394531,3.7231445313,13.3972167969,-14.5874023438,141101357054818,0.100911302
-0.328125,1.109375,-0.0625,-3.4332275391,20.1034545898,5.8364868164,3.6010742188,13.6413574219,-13.9465332031,141101459488880,0.102434062
-0.40625,0.890625,-0.15625,-7.0495605469,49.9420166016,3.4866333008,3.7536621094,13.7939453125,-14.0686035156,141101560688307,0.101199427
-0.390625,0.9375,-0.0625,-37.3611450195,84.8083496094,-5.8059692383,3.3874511719,13.8854980469,-12.3596191406,141101661400599,0.100712292
-0.34375,0.796875,-0.046875,-50.537109375,100.7690429688,6.9732666016,2.8991699219,14.4958496094,-12.0544433594,141101762057474,0.100656875
-0.28125,0.875,-0.015625,-42.5796508789,99.1287231445,9.7503662109,2.44140625,14.9536132813,-10.7116699219,141101862652318,0.100594844
-0.28125,0.875,0.046875,-22.4227905273,58.7539672852,2.9144287109,2.44140625,15.0451660156,-9.4299316406,141101963275547,0.100623229
-0.234375,1.09375,0.1875,2.8228759766,5.5389404297,9.0713500977,2.4108886719,14.6789550781,-7.1105957031,141102063978620,0.100703073
-0.296875,0.90625,0.1875,37.109375,-29.0145874023,-10.3454589844,2.8991699219,14.2517089844,-7.1716308594,141102164785547,0.100806927
-0.234375,1.078125,0.09375,40.0314331055,-48.583984375,-2.1209716797,3.173828125,14.1296386719,-6.6833496094,141102265803724,0.101018177
