"meanFcv","meanFi","meanFin","sdFcv","sdFi","sdFin"
9.19636036753562e-06,9.19636036753562e-06,2.4062060214695e-18,0.000137868008305459,0.865126935326762,0.865132265104562
0.0240469676218562,0.0240469676218562,-6.50954984360297e-18,0.360502133378184,1.11386066799857,1.19399416963344
0,0,0,0,0,0
