"glass","top","lefthand","righthand","leftpants","rightpants"
-0.308993782982857,-0.994123745279506,-0.936338019611837,0.972499131450279,-0.976049799314507,-0.973759314234933
0.916707810805554,-0.994907111204369,-0.966028985384574,0.935356715955231,-0.994875057932961,-0.990606808947952
-0.0852635985415026,-0.995656781635549,-0.948657283565307,0.981574920464969,-0.986032967546023,-0.976949435981833
0.452833692507338,-0.987701122994341,-0.863394452945521,0.972983826204395,-0.924916025568484,-0.952546494761603
0.466162487900975,-0.978565201706363,-0.857816600164744,0.960095691174645,-0.999761626820579,-0.92661548664981
0.448412952844736,-0.9917351540712,-0.89887132839835,-0.999628467826001,-0.999922045925567,-0.999398043941546
0.142443644572243,-0.963016627814159,-0.975498368987157,-0.99550635729963,-0.985513370287004,-0.99959058011565
-0.637978168433242,-0.999168827452805,-0.993206552671325,-0.992557410069826,-0.998032625352167,-0.999748451981715
-0.220613963816732,0.150572786611557,0.285107557642686,0.508193672714176,-0.858705257636139,-0.35722563835673
-0.99892890102982,0.329153071820308,0.148966124631418,0.398901529180184,-0.875499955922541,-0.39042344213548
-0.904684710550574,0.0599839798249184,0.0718881520132585,0.137471908497435,-0.586685113361617,-0.0401220809606059
0.703874663042912,-0.0624236510763155,0.214018122161458,0.170434177345459,-0.178445385658305,-0.305543132250404
0.435331365459901,0.136922997064181,0.303389046546539,0.0252987076635965,-0.594355103109126,-0.133296307842693
-0.281791894816177,0.023020781064576,0.258025085721643,0.0234952755378687,-0.412450495864662,-0.476988099068637
-0.979512267981924,0.0959151281038594,0.288177968536631,0.141955470998319,-0.49031968239999,-0.407149255206542
-0.810439241115163,-0.125705891281842,0.235059537272129,0.398026942928298,-0.722458531090678,-0.274795375130994
0.981216930167711,-0.974087966934088,-0.920076937164419,-0.999659167840921,-0.966633514239222,-0.943056408795678
0.990913744987927,-0.959974254785961,-0.983545147117042,-0.985743135682177,-0.959656872703903,-0.981676163648415
0.99868795943941,-0.984814311853435,-0.974711035299301,-0.933746172733041,-0.994384539253775,-0.907342087869433
-0.840782079268435,-0.899631608764646,-0.999980874068463,-0.983940171980454,-0.898369033572679,-0.998147880514906
-0.999764095363879,-0.901427734480132,-0.594666011963009,-0.913225499758567,-0.977538711385999,-0.973109615737671
-0.817033885480528,-0.994626155764006,-0.98647761133279,-0.859156626755533,-0.996509030061144,-0.997875981449023
-0.746427316525757,-0.962202255614378,-0.99158109933,-0.973814032672188,-0.960451697353647,-0.966414791388373
-0.712318230852019,-0.89798862768982,0.392039478070799,-0.944214909937853,-0.989692890545489,-0.95915105697739
