"rotationAngles","rotationAnglesMag"
0.583738198903497,0.432279833095491
0.469012277126972,0.387587251630501
0.386785553290662,0.382150165730798
0.366782781769526,0.402207537808245
0.453150244573737,0.472286510750105
0.522185430525564,0.542373332351342
0.597570104365156,0.659948169710243
0.880635096892824,0.990733635483936
1.15082550736612,1.24678904931696
1.43925353990012,1.42986799987075
1.68778785153203,1.49634388146072
1.87032159483936,1.42451686178045
1.98977412306305,1.24807458648785
2.04715779363266,1.01643194672918
2.06144965112285,0.763297812790974
2.10334899670802,0.772726674931513
2.09238757691774,0.833761892218162
2.04021179901557,0.901898161443276
1.95748520612408,0.951804617992716
1.87297689160496,0.995450682211723
1.78870064514458,1.02681203407271
1.70967431390749,1.03605919093383
1.63552910293454,1.02436512011912
1.5553894750377,0.987141533013105
1.473103655935,0.950390643927286
1.38825306752616,0.933063523841359
1.31094859703233,0.971644737808498
1.26039198073234,1.08449505160239
1.24371144392419,1.24053782200658
1.24224602419637,1.38810283726408
1.23793966100072,1.50369447758802
1.22963651733619,1.59773948097393
1.22513989678923,1.6700602909411
1.20845666453571,1.66315406406755
1.18417238204928,1.57971850855883
1.14989690842153,1.42801384550543
1.1088763806442,1.26972072710814
1.03540991648193,1.08697791015501
0.958037941984919,0.939096401411263
0.900878735445832,0.842428933624703
0.878219216969122,0.802985834070982
0.859367123133748,0.766742168120432
0.834317242494132,0.720501226680949
0.808937086948646,0.676697966396911
0.789160705294071,0.644426689613181
0.790836312991836,0.634846421454655
0.827378396023529,0.652286030708607
0.90069828232399,0.685504360627471
0.985387395140855,0.709960560481691
1.0620768053672,0.717227965370526
1.11945375663038,0.711634020241994
1.16187321056118,0.718908872561516
1.21117678632312,0.730358367666732
1.27304584730993,0.7561206482284
1.35534447278987,0.768099282111617
1.44152031855856,0.823833211606719
1.53221325712404,0.913030211958949
1.62980110676423,1.08840398847778
1.74136615485728,1.29860054983981
1.89183926069618,1.47081483566487
2.07834189865101,1.56425110653681
2.49512724331841,1.87039976797076
2.65291364746777,1.79128829578553
2.77089267491491,1.6703968085255
2.82023036165761,1.49402959269015
2.80690299382605,1.30084517867859
2.74432259133302,1.10544946489036
2.73956477583158,1.14907951411445
2.66653028277208,1.15032640938824
2.56590386503064,1.13584981008684
2.4442102420178,1.10510638799602
2.2977629870829,1.06202986767618
2.13111577902176,1.01341032798691
1.95723353536797,0.940366009155995
1.79000078727991,0.816914313876476
1.64902439850568,0.653392593907672
1.54376882820974,0.480913069883319
1.47030252162391,0.382438174738758
1.42144011130043,0.484065939930003
1.37571185499349,0.652710342420244
1.37798358581584,0.846551240327238
1.43587676450925,0.957945452810512
1.57955468328398,1.0640713598917
1.70783849019619,1.02340100881724
1.76096226169581,0.842913243176331
1.70182201646321,0.53412779798157
1.58276812612298,0.21580370088879
1.42552962947488,0.117088198265071
1.23512101643625,0.309426881377618
1.0575992436062,0.469762049997499
0.936520160176769,0.594314308390866
0.889050272550299,0.682580320224514
0.89698901714114,0.770088478665158
0.918389874818503,0.8571300779703
0.921583443169053,0.933449226236968
0.894614706519236,0.985759472003909
0.863004379415225,1.02111243033465
0.830869589784901,1.04629274109253
0.808270931621137,1.0666210914961
0.782976494027509,1.07907288012527
0.742020847016735,1.08163425419426
0.682120379496822,1.08280038034172
0.6338134134195,1.09498014316748
0.645089867425412,1.11572151297701
0.751641007343325,1.11293685365618
0.92258920864977,1.11594066285107
1.11927487764675,1.09721029804509
1.29937922877427,1.1193409177175
1.42638644405669,1.15063799932537
1.48523840390914,1.21498455967142
1.48465746860438,1.31741557819618
1.46334512598249,1.4606248812205
