"rotationAngles","rotationAnglesMag"
0.827000143421071,0.595562019115056
1.10404811697051,0.797349062320465
1.29124165158827,0.919793621841039
1.35541174444078,0.953319506518006
1.30855815165081,0.913743423001677
1.23748457139013,0.938030416013535
1.19044871540979,1.24560582725562
1.1525366726584,1.82675647711912
1.04818383689433,2.49831875628162
0.841703263236846,3.15472525329692
0.561068809261512,3.74473968300392
0.698126486508641,4.27193068345473
1.56324938395907,4.83013998589085
2.74804979998413,5.50583385636335
4.07689482945245,6.2729779464062
5.41617465216792,7.00136672643023
6.53809076740805,7.52854586678482
7.18327093775476,7.70078265660896
7.26516759837406,7.46127529307321
7.03071618540492,6.93938893922298
6.87902006755682,6.38678557957339
7.07776409207234,6.07129438154161
7.62367279199369,6.13057715252478
8.32003446733961,6.5139536549082
8.94577407106735,7.03269793449704
9.28921553603459,7.44505172725268
9.30985473173467,7.65923300978097
9.03701069781032,7.69081541311266
8.57967056386188,7.63301579886417
7.99570763572976,7.52964395983119
7.38753611376985,7.42377353352055
6.89014993495735,7.36594613464997
6.6145535002262,7.39271333097509
6.50508999955033,7.47861069556946
6.43830778980872,7.5883811984163
6.29283221177838,7.68461477145698
6.0877730023253,7.76102114860329
5.94104822371462,7.80890054178772
5.95524685192848,7.83549946606117
6.15672958227412,7.88370934930762
6.43757365205957,7.989079490339
6.62215763527826,8.10217887505848
6.47979184662152,8.05188026703585
5.83680085448465,7.69097160715128
4.7157153840825,6.97732351946752
3.38275135958957,5.99788280670513
2.21051213766006,4.8992539015377
1.46399059381246,3.82962331201841
1.17817385342163,2.90595106283271
1.13313263376867,2.18278895334339
1.06838887081797,1.62811141581414
0.826844503247243,1.1481938902154
0.493434212868739,0.665258613943908
0.414746321402307,0.177747420476479
0.708877078771021,0.31135372188459
1.03728918782447,0.723431305895105
1.3210407535186,1.06716591834886
1.52619648497842,1.32929055393656
1.63855853207905,1.49799497717577
1.67620347990942,1.56708253448631
1.64935433490009,1.5360152399353
1.5308332508069,1.40561979642277
1.28472225439225,1.17441240609908
0.926803268535982,0.846584739012431
0.518790678367592,0.43311359561096
0.132683898555489,0.0809446690433645
0.43027093780437,0.632722926073423
1.0941139672801,1.28141236505149
2.03715108245263,2.10700970507502
3.24127513004868,3.19534185926825
4.62911562902282,4.54202929653507
5.9977912270609,5.99903199825421
7.13263526222167,7.30670420909093
7.84734371374952,8.21464174142962
7.89905163724973,8.43272243003472
7.4051559261846,8.03934831288894
6.68200604542347,7.26545524223171
6.33656710374567,6.57155169215351
6.61395772124532,6.20026026577747
7.4328331743235,6.34313186726437
8.38436327993955,6.83712451525179
9.06103042765516,7.3847363375202
9.25253418092869,7.71187968434736
9.01552360292007,7.78369226870595
8.51147150661383,7.66976456247713
7.89721277002871,7.46920235040655
7.31995343642621,7.28617727051208
6.8630840837587,7.1631272574374
6.57661388667159,7.133837764326
6.41206213975486,7.18255773228216
6.30365232865052,7.2893674924684
6.1993363911575,7.41893100349276
6.1012282678749,7.55696832885735
6.04353462115695,7.70178434684653
6.04700170172033,7.85286067415855
6.17658205205264,8.05077378562896
6.39537141606692,8.27085669929791
6.57392432026264,8.41505541177183
6.53027850646412,8.34418522130986
6.2107380173934,7.97339082245404
5.76496445557842,7.2742010337871
5.37958465249404,6.42435618756336
5.1320407925875,5.62820489328115
4.9262958196797,5.07989143465879
4.53714086895601,4.63573950040445
3.89618410317613,4.10792224414305
3.15757366956868,3.43740840553466
2.55761697704976,2.70715669189863
2.2438324358153,2.03513968823709
2.20599716153378,1.4792415376587
2.37228347648709,1.07824890759028
2.63284598015506,0.904495699245927
2.87966289927334,0.930448320155998
3.01164205535842,1.0246933721158
3.01258951433289,1.09470055718201
2.91937458940109,1.10719225682134
2.81632282531097,1.0726228930537
2.73166916939503,0.95740616652275
2.62757546030698,0.793280214337174
2.46041415038721,0.772877177613198
2.21657842143896,1.10648671925926
1.86453353152852,1.62975255147244
1.40735557189197,2.19304112269658
0.88157322778945,2.75724100922179
0.751934607284845,3.48271285340715
1.5397547785055,4.44760660432572
2.74344578116287,5.67610575532981
3.98960160190192,6.92521866481461
4.99771186605698,7.99709813771727
5.39371061312238,8.64442418111199
4.97806012547722,8.71569632341101
3.97128960432372,8.32298646735921
2.95574473325509,7.71276551863057
2.68224147716594,7.0976603620182
3.11199987929893,6.55684398356879
4.01826592833839,6.2780967517718
4.88760936290994,6.33879478523794
5.47646633521154,6.61498519112416
5.629302734654,6.88519987646688
5.34879969433435,7.02049153606165
4.75913025635124,7.03463057843013
4.03097659906532,7.01317729639621
3.32433303395546,7.02899999728796
2.77667140494301,7.10891980907875
2.4679553257368,7.24412317952444
2.37051760294292,7.41415313391237
2.35616822336814,7.60446225840572
2.30998056033383,7.80142785026845
2.20750256216964,7.99676788396184
2.19138957015679,8.16171772914815
2.36728305725243,8.3052048896695
2.7914491344814,8.45164595944386
3.38953870921967,8.65745168198988
4.0492928667929,8.90780055765973
4.52503929037845,9.05606288832444
4.4960760626107,8.93235997068802
3.86669330599219,8.46070061233012
2.87304317200829,7.75219178922695
1.89836984881073,6.97745501128039
1.18719942121809,6.24721366042168
0.791721735539965,5.6110300712542
0.747795022104498,5.03197658798873
1.15060831388808,4.45721930245974
1.84040764886455,3.8685045499672
2.61970190269841,3.3144065764202
3.39150806730389,2.86038347960075
4.06887221580051,2.55322277871751
4.56314838104324,2.39816900895769
4.81186791004565,2.35970013456369
4.8639726529334,2.3920885826074
4.83065845724695,2.45388142593394
4.79762071679948,2.49835402564857
4.77345870988891,2.52010496922916
4.73644822234987,2.46679072202172
4.68334092813225,2.33149234944389
4.60586898776661,2.12117382773246
4.47344580958274,1.85974522097647
4.23778042652248,1.54284822632968
3.84984503522005,1.14484371642198
3.22421249633606,0.61351613474172
2.3619494548397,0.569531630505538
1.72226034329429,1.69227503950844
2.19084983498897,3.08696637635063
3.18530812396683,4.40279125208025
3.93672434809702,5.42101769080543
4.17508304986464,6.08414595332525
3.90414080574064,6.48855120009124
3.37635869440502,6.78916788225075
3.03229209109401,7.08334455424663
3.15255826098987,7.37656844084962
3.74620522821731,7.7058031808217
4.62839310243272,8.13296324270401
5.56743341216228,8.69262055506115
6.36883056014448,9.35147052819709
6.91454347229801,10.0374652391155
7.20392392229493,10.698636549963
7.32484111948768,11.3383922528737
7.33126434481221,11.9658842936669
7.25237876558541,12.5773174993879
7.07805289557002,13.1343375919023
6.87593450093904,13.6285109437981
6.7000319849432,14.0697533215449
6.58420989346806,14.4815114328086
6.52536021981608,14.8620230349884
6.50982500790433,15.1906577976966
6.53010294324909,15.4435559587953
6.56232072905516,15.6081643111455
6.5667084593661,15.6965292768984
6.49878079458948,15.7122376667837
6.29356406687202,15.6193533220684
5.86109586278872,15.3082313373038
5.13446297816495,14.6748195812034
4.17945623982778,13.6918371275275
3.29285868099186,12.3770001460277
2.7224247626049,10.8853559798706
2.53050001007226,9.37775463262991
2.5739577095516,8.05862912017466
2.70763571661078,6.94661267979943
2.89273846963474,5.95379617149418
3.17987737430881,4.98503964050808
3.6096232311588,4.0281777771034
4.09308075192639,3.12368772056644
4.54301833136442,2.28774613320167
4.97104181752215,1.49546880400888
5.43576171688541,0.794937736048709
5.94493980010152,0.623430770896699
6.42961994519155,1.17201825197044
6.81468064322777,1.77541985261218
7.05646719499356,2.25073602229386
7.18883058553738,2.58369630392997
7.26126945973514,2.69576262780509
7.2772049364189,2.5659521423223
7.19901749894652,2.20607108823394
6.97411015516795,1.73225486039564
6.57701015044739,1.18315856369189
6.00628540257534,0.535348544472398
5.27141477466424,0.375113033865929
4.42538998184873,1.43661213711236
3.66820373647648,2.72799004244348
3.30651061452819,4.05103027644577
3.40529610614955,5.21524959951617
3.52221557655027,6.08734545635897
3.37465606255893,6.70907261651695
3.01781503781875,7.1798668172721
2.73643646079578,7.56797847006641
2.84371134700427,7.9170018717392
3.43405887878392,8.29733120726232
4.28492544237422,8.75988187042135
5.19998645815795,9.29337433386344
5.96351278777783,9.8429366272146
6.53896167793918,10.4017611525506
6.85189248246551,10.9705179242254
6.97611890287661,11.561599361594
6.92525401602681,12.1634495472584
6.72176139202538,12.7599297284205
6.38591459393433,13.3197644543492
5.95108130068983,13.8002804542829
5.52231087662553,14.1393902287663
5.19448529722943,14.341358247485
5.04746813525001,14.4255954386646
5.05205413602845,14.4440887026298
5.13984606616977,14.393628411364
5.22700998716588,14.2894980125408
5.26009777763551,14.1649555167125
5.2040368275171,14.0290871190867
4.87418914613453,13.707901115805
4.2645820938068,13.0673413487404
3.46658539555235,12.0565295467125
2.80961537534061,10.8391610359021
2.47845204926678,9.55281787003279
2.53875329271705,8.27974540001343
2.87958473879668,7.06228561610128
3.36701190991273,5.89112267378401
3.90965788569862,4.73061076781671
4.47470877242241,3.53061594694149
5.05054485298089,2.32081249115703
5.60510974684324,1.23592708349453
6.07529837861617,0.965672748070028
6.40979063287641,1.7362792559984
6.61560857333185,2.58415734028543
6.75451177123296,3.27392089605152
6.89712816391072,3.77213002030462
7.06797619717334,4.07195245886462
7.26816450425281,4.12191444420651
7.45959933449334,3.93360492454571
7.59924429029926,3.52557295921808
7.63068665586597,2.99736717868475
7.49465466683355,2.41004756619841
7.10891468273743,1.7847718219008
6.41723553827294,1.18727379395337
5.48800271296438,1.38892039325629
4.55320477855606,2.71696852888084
3.96513960998432,4.47150066331832
3.93708005085204,6.28649742642425
4.31821652404288,7.86715333956747
4.65357726202614,9.01262464963869
4.60685595829957,9.68091706009152
4.21071506341888,10.0311803969379
3.98340278557139,10.337566556255
4.210163459437,10.7214424285336
5.05227554112508,11.2994284891741
6.11442630057908,12.0203648542481
7.11627852273906,12.8123831735626
7.79869599012263,13.5329341142531
8.04859711653187,14.0493024939082
8.00822410112114,14.3752671844571
7.85720825077376,14.565793995763
7.76310292812132,14.7205035805331
7.72912775972831,14.8378473226598
7.74626301311502,14.9107182997614
