"V1","V2","V3","V4","V5","V6"
-0.4733401347954,1.26601774729037,-0.654975555434757,-0.278465394288306,2.50442012431689,-3.5702206950691
-0.0458962128803844,1.24457295129095,-0.158676896170722,-0.764504086263978,-0.501392159341249,-3.12416972011778
0.0485166226827531,1.29477392347173,0.173595592438422,-1.1093124161466,-3.46946972064276,-1.75277815890673
-0.0981350966291881,1.16350989907198,0.00105095311740433,-1.39090045375061,-4.59009469286105,-0.459449089625382
-0.175233827272833,0.0854950854715708,-0.518238827349827,-1.12292951013591,-3.57923314361176,0.371983371528861
-0.521343887837554,-1.01087821166862,-0.927929278025695,-0.791784363317059,-1.18968859822274,0.502412543577256
-0.634468603922387,-1.63834142317736,-1.03554410601431,-0.487944092216147,-0.237733137692776,-0.0121853622736122
-0.0812146497049073,-1.86529802105562,-0.731405714585339,-0.363556771168751,-1.24430277728718,-0.852025308048057
-0.559134946845225,-1.76549664196759,-0.357288523577582,-0.176768539124647,-2.03551633401479,-0.481896939146779
0.583156405621965,-1.66634231454046,-0.192308735615126,0.0619931011981364,-2.08687096845938,0.70496910232841
-0.172247839979967,-0.6965354414456,-0.136618798387934,0.269270317102196,0.206479787732497,1.69849269722731
0.2720890418588,-0.0198098764159607,0.00045837925840253,0.22179646201509,1.13060537966516,1.13355001715685
-0.0265373884917202,0.555408619218006,0.0960779664275554,0.0890623323724889,0.735709889669631,0.595167369904361
-0.340296955062924,0.0184782206002346,-0.249838473212122,0.0256281211063244,-0.133936746945171,0.266874175279454
-0.325867629968308,-0.448865628282562,-0.780209320236365,0.124827854957976,-1.14709790389326,0.111116247183695
-0.15247610165531,-1.15745012322195,-0.925343400199508,0.0593430782372142,-1.7400405664309,-0.254079821263461
0.363563132652802,-1.44722871743842,-0.35742153005544,-0.351968082983145,-2.16986041538431,-0.138814801021185
0.655726871783863,-1.37820915192925,0.576754019445231,-0.8063994989386,-1.48544074116161,0.826297605797635
0.563891920658957,-0.969928517425561,1.41342551373327,-0.79251950149463,0.716652289883211,0.779084145836025
0.298842265775213,-0.67794018942873,1.56208806723661,-0.172996720987371,2.2495750871149,-0.585908301820764
0.479451715604789,-0.832529369662288,1.10035811654971,0.410546236452907,1.91707136526484,-2.61141869874828
0.147971868241888,-0.524259184333546,0.467766148187684,0.607153551623879,0.435471416306391,-3.26129885873821
-0.0999736788073684,0.335751423018091,0.234470893810564,0.681801871208573,0.373543507920883,-2.17035500495931
-0.163297176535885,1.81033496402178,0.506937066610951,0.977106536029359,0.487030152566644,-0.238379544332035
-0.119641533009822,2.64712457929034,0.906127452767928,1.3738279697089,0.949226986636649,0.766746722607289
-0.179031459897848,2.98823140521033,1.15812367792605,1.22604398384004,-0.634695357815139,0.705283771314998
-0.0618222939253581,2.50869905518836,1.0754555213338,0.531941957905365,-1.81090305759532,0.434698208458248
-0.125114630641995,2.02004753404734,0.719631868455826,-0.509554852276259,-3.21671703642988,0.568217551141598
-0.463052710678147,1.51292771382234,0.208806894504244,-0.983194194952807,-3.23857545206057,1.08053432737161
-0.47674462062992,1.46476601189853,-0.300349503927855,-0.94862503758363,-2.08645362336721,0.251862357730623
-0.0195362082346431,1.12392875851378,-0.7430912893402,-0.603207484493987,-1.1079649820271,-0.181680686732168
0.440226975184747,-0.263246367654058,-0.914154834857577,-0.563600330043106,0.167984156409226,-0.385900376208651
-0.755854937949127,-1.4323626765758,-0.761316543667312,-0.680588109086568,0.176422503616619,0.333532925139984
0.722661516254468,-1.73478842717642,-0.453360689360933,-0.654223905238005,-0.3483535113258,1.13719235918764
-0.767412168832363,-0.745227010585742,-0.297283278051246,-0.433091852054987,-0.66089716452939,1.49457710043619
0.646378053782987,-0.0321076961659407,-0.397982872440997,-0.0985771600294064,0.0280124116056548,2.20065028711978
0.464439009703704,0.120200534478584,-0.463234930765298,0.276871507653558,1.37674749438869,2.22791931823749
0.437631158095605,0.146438662064679,-0.370954407797881,0.66145895742493,2.48621642236444,2.53815007047541
0.116430829415327,0.143806381108449,-0.24895697510103,0.943921397710777,2.29319260641171,3.08910159934908
0.126663550098424,0.116406595526426,-0.299393696912299,1.19890770375155,1.74252111224327,4.39224075213551
0.254559695211796,0.0598506550066195,-0.417542301279839,1.25964316785499,0.964907189273786,4.81070015379174
0.167255925725101,-0.0296070347642676,-0.355729804565538,1.071183199294,1.11138701443986,3.6281011386584
-0.148082321427537,0.017015805211403,-0.144202984277431,0.581930283393535,2.0990707725118,1.79540083280172
-0.110804419153749,0.0485679867797995,-0.297536052786528,0.0265427618710776,3.16040104719852,1.85937161025179
-0.0656592213581551,0.110201602215283,-0.674479037541722,-0.330348635555221,3.6106615560104,2.7901502829931
-0.0448659390982429,0.168925686704884,-0.976354877168795,-0.400191994381677,3.23724343751665,2.3176223422799
-0.022485234799102,-0.0134595699884335,-0.694304116578786,0.0754600112654916,2.68837873438832,-1.33983930065525
-0.0170305080907465,-0.137341117284921,0.0583954111640546,0.459138705329229,2.68733221928149,-4.80626678557628
0.0180224032276841,-0.0940711620825347,0.803808614087494,0.396314407976053,2.86420089912311,-4.53446248445061
-0.153176128778937,0.56444861455532,1.13022543944708,-0.0862529726148216,2.47162194976724,-3.95873860735215
-0.12445626252022,0.924947187521183,0.828248548172246,-0.470678810383524,1.02431904418879,-1.47498088969954
-0.119676380102846,1.02420414257292,0.296656455725297,-0.553614174608903,-2.30627186476848,-2.72083604370245
-0.486474727586915,1.20530857060945,-0.157010772919762,-0.728434145676706,-3.04532141485096,-2.40274152107144
-0.68510311046919,1.36695160400546,-0.0653099529712267,-0.994628826958032,-3.86754656923986,-3.11732668039882
-0.409927134193934,1.07935566847862,0.454067813479782,-1.20152581547268,-2.37140541945439,-1.75910385733989
-0.206316188556319,-0.277591946559419,0.66251436257809,-1.03779129039897,-2.12907013634476,0.240893997461421
0.150023877157874,-1.49610808915875,0.196609655242152,-0.529695922944179,-2.40036711167997,1.12272414979205
-1.02345166243386,-1.65681835464826,-0.667757034920862,-0.08461285814701,-0.895267046884711,0.496820270354477
0.908894700707822,-1.64907668503481,-1.11582183887419,-0.0667340690696914,0.321573421618165,-0.795764812362252
0.37540819988367,-1.48901602117709,-0.932859294016018,-0.308941454474503,2.49017925996213,-1.4204985686398
-0.54530542098906,-1.60317511152022,-0.592507324535732,-0.395509283371269,1.58440415015721,-1.15298821038059
-0.548293058104725,-0.133323278353956,-0.380207031503585,-0.0908418342490988,-0.381292597842985,-1.01874066596072
0.198223158496689,0.355262719530784,-0.410407487182035,0.297097854215304,-2.11177642853481,-0.279260270483485
0.20071653110033,0.656588334193963,-0.331198711099795,0.222048306655721,-3.361115929145,1.22542625943997
0.437342958309219,-0.447254070956597,-0.218698389452752,-0.0402659082148617,-3.34730627963316,1.7614183219204
0.351533995728789,-0.784449966207417,-0.074458223280952,-0.226826264486328,-1.77709514856536,0.99246392185924
0.462228859791039,-1.17567252433719,0.262987946114822,-0.125308667839063,2.28560334078313,-0.433706271366774
