11.2798157209,9.4876419794
17.4145230241,76.5631158966
7.1012298378,70.1735265484
14.474568419,42.3499549399
14.8410889926,48.7533014345
5.5572192249,53.1733847762
21.9676885023,13.2233953321
52.3033066788,1.2265349508
26.6728092631,31.1468247739
15.7687947703,32.9662284387
6.0214686688,37.3120428516
30.7747278664,28.976800972
21.1988016216,45.5808035928
24.9076681411,6.7030235735
4.203643136,18.5699082914
7.5179708017,22.4307388495
0.4849704576,17.3341278785
28.6495635184,40.5798333768
12.3675257807,45.8009215057
10.6999088684,45.089779096
25.1176820609,6.0278906043
65.162649348,16.6970422712
10.5291783216,47.0058920908
1.4939193162,20.7979825754
14.4870632998,25.5123745778
6.0769210004,32.4158865379
30.5013479833,62.7504000244
14.1828569338,27.4638595259
10.9335809845,19.2339313199
12.1021944341,32.2308364434
27.4640476938,4.6886282115
5.5483201281,17.578127085
